distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.0000272211814845,1.18468812537742e-09,1.1846558762413684e-09
2,0.1486781971224892,0.1486781959377933,1.1846958969385923e-09,7.96818847596447e-09
3,0.04877093262343844,0.0487709314387401,1.1846983394292465e-09,2.4291074123522123e-08
4,0.02212473895190495,0.02212473776720649,1.1846984573904429e-09,5.3546324770916217e-08
5,0.011990703446034532,0.01199070226130099,1.1847335421727445e-09,9.88043401710973e-08
6,0.007273997797641701,0.0072739966130195965,1.1846221044040095e-09,1.628570886821103e-07
7,0.004770827877587333,0.004770826692719641,1.1848676918085888e-09,2.4835683076619215e-07
8,0.0033138263394606174,0.003313825154739521,1.1847210963991661e-09,3.5750850377753956e-07
9,0.0024055236591666437,0.002405522474919423,1.184247220686191e-09,4.923032937852937e-07
10,0.0018084709214844735,0.0018084697359391569,1.1855453166485092e-09,6.555512187474713e-07
11,0.001399128266477947,0.0013991270820835377,1.1843944093710423e-09,8.465231085299574e-07
12,0.0011087066700138993,0.0011087054857847518,1.1842291474696565e-09,1.0681176360694307e-06
13,0.0008967420804198297,0.0008967408954225812,1.18499724854719e-09,1.321447130029191e-06
14,0.0007383282928790199,0.0007383271077389902,1.1851400296249495e-09,1.605166754484841e-06
15,0.0006175402459769032,0.0006175390613021553,1.1846747479489148e-09,1.91837658463028e-06
16,0.0005238599928950874,0.000523858808534075,1.1843610124746828e-09,2.2608350103800977e-06
17,0.00045014433247692433,0.0004501431480042877,1.1844726366177713e-09,2.6313174490061823e-06
18,0.00039142320613279736,0.00039142202137242954,1.1847603678281568e-09,3.0268015520423835e-06
19,0.0003441648404469724,0.0003441636555221705,1.184924801941184e-09,3.442899049194866e-06
20,0.00030581282856092357,0.000305811643677727,1.1848831965501766e-09,3.874537252495037e-06
21,0.0002744868041402074,0.0002744856194068149,1.1847333924986346e-09,4.3161761317075006e-06
22,0.0002487843687193614,0.00024878318411074903,1.1846086123753347e-09,4.7615877897522575e-06
23,0.0002276473079068371,0.0002276461233277173,1.1845791197994185e-09,5.203571835271596e-06
24,0.00021026958150190757,0.0002102683968649619,1.1846369456680779e-09,5.633895959684168e-06
25,0.0001960330405115649,0.0001960318557813055,1.1847302594254067e-09,6.043523358785601e-06
26,0.0001844619174188649,0.00018446073261395272,1.1848049121930982e-09,6.423032617094157e-06
27,0.00017519027370047036,0.00017518908887081519,1.1848296551774523e-09,6.763101798694611e-06
