block,m2,Rp,C1
1,0.23795033071637153,0.0072,7688.4944
2,0.23326983732283116,-0.0596,7566.9138
3,0.24156473423540592,0.0324,7718.5082
4,0.23696443882882595,0.0092,7677.8366
5,0.23882758118212222,0.0158,7709.331
6,0.22986901249289513,-0.0534,7502.3786
7,0.2373045427531004,-0.0092,7654.2758
8,0.2374912240535021,0.0106,7673.1382
9,0.23221580842733383,-0.0214,7591.0064
10,0.2362567669928074,0.013,7662.4592
11,0.2366313287883997,0.0126,7675.1646
12,0.23296339646279812,-0.0368,7600.4238
13,0.24067975372076034,0.0222,7726.1828
14,0.23486524121165275,-0.0156,7645.1692
15,0.23715449163019658,0.0194,7663.3812
16,0.2368276578307152,-0.0162,7670.2266
17,0.2356858227699995,-0.0372,7621.5258
18,0.2369598354935646,-0.0138,7636.492
19,0.23784619830548764,-0.0052,7654.6668
20,0.2381574290305376,0.0298,7684.7646
