distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.0000000001777187,1.77718728622267e-10,1.77718728622267e-10
2,0.14865088937534013,0.14865088837482088,1.0005192507822613e-09,6.730664411001087e-09
3,0.04874348196120343,0.04874348657394539,4.612741959231226e-09,9.463300063181087e-08
4,0.02209708691207961,0.022097071137161046,1.5774918565858442e-08,7.138913209973806e-07
5,0.011962790249769765,0.011962825665532379,3.5415762614232627e-08,2.9604934864518113e-06
6,0.007245761944783737,0.007245714174854342,4.776992939495989e-08,6.592809667084041e-06
7,0.004742205719235527,0.004742235325483165,2.9606247637509187e-08,6.243138613202528e-06
8,0.0032847516220848223,0.003284757218665493,5.5965806706852195e-09,1.7038063496359843e-06
9,0.002375927033702164,0.0023759147194928414,1.2314209322378256e-08,5.182907196939581e-06
10,0.0017782794100389228,0.0017782741494451516,5.260593771141617e-09,2.958249272551873e-06
11,0.001368264678315456,0.0013682683035035348,3.6251880787627894e-09,2.6494786690145014e-06
12,0.0010770889572940968,0.001077093890497494,4.933203397216104e-09,4.580126241020503e-06
13,0.0008642826227200463,0.0008642844028424319,1.7801223856517973e-09,2.059653102881376e-06
14,0.0007049330977651856,0.0007049318648510268,1.2329141587871795e-09,1.748980382245955e-06
15,0.0005831080507453127,0.0005831057917876757,2.258957637049294e-09,3.873994938265655e-06
16,0.00048828125,0.0004882795923558404,1.657644159577202e-09,3.3948552388141096e-06
17,0.00041330005798268486,0.000413299586949585,4.710330998402949e-10,1.139687959734157e-06
18,0.00035318366665074033,0.00035318416938571215,5.027349718163612e-10,1.4234377727141913e-06
19,0.00030438804926809216,0.00030438899539212,9.461240278643007e-10,3.108282437957985e-06
20,0.00026434281586014104,0.0002643437174125068,9.015523657479596e-10,3.4105423399323797e-06
21,0.00023115161893187263,0.00023115218971433594,5.707824633131939e-10,2.4692990079443084e-06
22,0.0002033937613324562,0.00020339392579319296,1.6446073674994746e-10,8.085829952332168e-07
23,0.00017999003066448938,0.00017998985945807185,1.7120641753257115e-10,9.511994464388345e-07
24,0.00016011023143812524,0.00016010986234856655,3.6908955869364123e-10,2.305221567531593e-06
25,0.00014310835055998653,0.000143107925815727,4.2474425953936863e-10,2.967990741821381e-06
26,0.00012847638053898645,0.0001284760100474312,3.704915552409267e-10,2.8837328206681553e-06
27,0.00011581095650839697,0.00011581070436955024,2.5213884673441333e-10,2.1771588313937445e-06
28,0.00010478893193290843,0.00010478881887035923,1.1306254920468405e-10,1.0789550682420623e-06
29,9.514927988462354e-05,9.514929397230385e-05,1.4087680308872037e-11,1.4805871705970375e-07
30,8.66795303452117e-05,8.667964015709843e-05,1.0981188672948543e-10,1.2668721933788327e-06
31,7.92055003783212e-05,7.920566690295803e-05,1.6652463682618156e-10,2.1024377856434813e-06
32,7.25834420778028e-05,7.258362765015054e-05,1.8557234774448789e-10,2.5566760466604953e-06
33,6.669398466562124e-05,6.669415851220339e-05,1.738465821494485e-10,2.6066306132562094e-06
34,6.143742119800576e-05,6.14375619775567e-05,1.40779550939895e-10,2.2914300143910446e-06
35,5.6730012340473174e-05,5.6730108414976914e-05,9.607450373997663e-11,1.6935392709483638e-06
36,5.250106616047621e-05,5.250111439688362e-05,4.823640740851155e-11,9.187700543274839e-07
37,4.869061486110715e-05,4.869061866819035e-05,3.807083202292047e-12,7.818926117799039e-08
38,4.524755423892675e-05,4.5247521378521854e-05,3.2860404894645596e-11,7.262360462872397e-07
39,4.2128144429936165e-05,4.2128084965726065e-05,5.946421009945819e-11,1.4115079338078573e-06
40,3.929479467759173e-05,3.929471926953524e-05,7.540805648773062e-11,1.9190342412129426e-06
41,3.6715072828822024e-05,3.671499146078959e-05,8.136803243582709e-11,2.216202397723467e-06
42,3.436089373477257e-05,3.436081487887509e-05,7.8855897485896e-11,2.2949315024974256e-06
43,3.220785090659961e-05,3.2207781075903695e-05,6.98306959132089e-11,2.1681265265327006e-06
44,3.023466351546528e-05,3.023460713050294e-05,5.6384962339093e-11,1.8649111907678954e-06
45,2.8422716752936642e-05,2.8422676239470393e-05,4.0513466249180374e-11,1.425390352419232e-06
46,2.6755678136971087e-05,2.6755654176468587e-05,2.396050250027225e-11,8.955296284254348e-07
47,2.5219175892585318e-05,2.521916775765051e-05,8.134934806808053e-12,3.225694146968459e-07
48,2.380052830136886e-05,2.380053422217701e-05,5.920808148504684e-12,2.4876792958264525e-07
49,2.248851508355014e-05,2.2488532605564397e-05,1.7522014255386218e-11,7.791539010151537e-07
50,2.1273183587779955e-05,2.1273209894099413e-05,2.6306319457974426e-11,1.2365953290172175e-06
51,2.014568392084333e-05,2.0145716103609144e-05,3.218276581440729e-11,1.5975017746163501e-06
52,1.9098128230844975e-05,1.9098163504899794e-05,3.5274054818967794e-11,1.8469901548779754e-06
53,1.8123470223124363e-05,1.8123506081611184e-05,3.5858486820594844e-11,1.9785662667871276e-06
54,1.7215401684382046e-05,1.721543600041383e-05,3.431603178360803e-11,1.993333203182811e-06
