distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,0.9999999999999977,2.3314683517128287e-15,2.3314683517128287e-15
2,0.14865088937534013,0.14865088937533974,3.885780586188048e-16,2.6140311723104057e-15
3,0.04874348196120343,0.04874348196121154,8.11156697366755e-15,1.664133674349284e-13
4,0.02209708691207961,0.02209708691199151,8.810313589791008e-14,3.987092789581578e-12
5,0.011962790249769765,0.011962790250297456,5.276907383278129e-13,4.411100816032186e-11
6,0.007245761944783737,0.007245761942842791,1.940946535439192e-12,2.6787335137838607e-10
7,0.004742205719235527,0.0047422057237296745,4.494147241851376e-12,9.476913292947276e-10
8,0.0032847516220848223,0.0032847516160348015,6.0500207274549744e-12,1.8418502899208689e-09
9,0.002375927033702164,0.0023759270365828907,2.8807269070174613e-12,1.212464383861452e-09
10,0.0017782794100389228,0.001778279413486287,3.4473643557852984e-12,1.938595440246279e-09
11,0.001368264678315456,0.0013682646743664588,3.94899716225916e-12,2.8861354274824827e-09
12,0.0010770889572940968,0.0010770889550285126,2.265584204616533e-12,2.103432765951123e-09
13,0.0008642826227200463,0.0008642826252650273,2.54498104448192e-12,2.9446167001164806e-09
14,0.0007049330977651856,0.0007049331004584925,2.6933068405718408e-12,3.8206559588566595e-09
15,0.0005831080507453127,0.0005831080503924032,3.5290954186750767e-13,6.052215218370393e-10
16,0.00048828125,0.0004882812477246062,2.275393794822639e-12,4.660006491796764e-09
17,0.00041330005798268486,0.00041330005633014673,1.6525381323767574e-12,3.998398017272938e-09
18,0.00035318366665074033,0.0003531836668206527,1.6991236976432456e-13,4.810878469426762e-10
19,0.00030438804926809216,0.00030438805071803654,1.4499443854766592e-12,4.7634734312437124e-09
20,0.00026434281586014104,0.00026434281734706024,1.4869192032154754e-12,5.6249654388268956e-09
21,0.00023115161893187263,0.00023115161955598203,6.241094067330893e-13,2.7000001540851558e-09
22,0.0002033937613324562,0.00020339376093292857,3.995276331991704e-13,1.964306233297513e-09
23,0.00017999003066448938,0.00017999002964860924,1.0158801425942665e-12,5.64409116907102e-09
24,0.00016011023143812524,0.00016011023039361576,1.0445094767407015e-12,6.52368975648101e-09
25,0.00014310835055998653,0.00014310834993413297,6.258535627679668e-13,4.373284719717516e-09
26,0.00012847638053898645,0.00012847638049859062,4.0395827958714103e-14,3.1442221355586753e-10
27,0.00011581095650839697,0.00011581095696217819,4.537812183305623e-13,3.9182926383796896e-09
28,0.00010478893193290843,0.00010478893264106805,7.081596187273956e-13,6.757961987634322e-09
29,9.514927988462354e-05,9.5149280581476e-05,6.968524607180171e-13,7.323780711351773e-09
30,8.66795303452117e-05,8.667953082872676e-05,4.835150563351626e-13,5.578191926161868e-09
31,7.92055003783212e-05,7.920550055105736e-05,1.727361607700359e-13,2.1808606718595307e-09
32,7.25834420778028e-05,7.258344194519006e-05,1.3261273860715878e-13,1.8270384375683103e-09
33,6.669398466562124e-05,6.66939843074942e-05,3.581270344296325e-13,5.369705172440181e-09
34,6.143742119800576e-05,6.143742073026148e-05,4.677442786392427e-13,7.613344921033659e-09
35,5.6730012340473174e-05,5.673001187970002e-05,4.607731568257584e-13,8.122211468250055e-09
36,5.250106616047621e-05,5.250106579878001e-05,3.616962008764005e-13,6.8893115383758084e-09
37,4.869061486110715e-05,4.869061465331039e-05,2.0779675858695681e-13,4.267696334903745e-09
38,4.524755423892675e-05,4.524755420081213e-05,3.8114619153959556e-14,8.423575549011512e-10
39,4.2128144429936165e-05,4.212814454438432e-05,1.1444815771087177e-13,2.7166674264804592e-09
40,3.929479467759173e-05,3.929479490500507e-05,2.274133369139543e-13,5.787365445725033e-09
41,3.6715072828822024e-05,3.671507311865959e-05,2.8983756448488704e-13,7.894239127243651e-09
42,3.436089373477257e-05,3.436089403589076e-05,3.0111818664609394e-13,8.763397977083699e-09
43,3.220785090659961e-05,3.2207851175060405e-05,2.684607974833865e-13,8.335259569534863e-09
44,3.023466351546528e-05,3.0234663719322194e-05,2.0385691358181142e-13,6.742489906578154e-09
45,2.8422716752936642e-05,2.8422716874137536e-05,1.2120089410176324e-13,4.264226222823712e-09
