block,m2,Rp,C1
1,0.22391391161084176,0.4884,7603.1622
2,0.23259889653623103,0.5648,7776.525
3,0.22441381932497023,0.5002,7614.6196
4,0.22415970104932786,0.4908,7622.7724
5,0.22778449496626854,0.528,7659.6472
6,0.2271241322696209,0.505,7657.4706
7,0.2334385455697775,0.575,7787.6024
8,0.22986674775481225,0.553,7702.992
9,0.23002475654184817,0.5612,7737.0236
10,0.2306646009862423,0.5576,7728.6246
11,0.2274366263538599,0.5112,7676.2414
12,0.22507466630637646,0.5084,7627.6582
13,0.2275742226600647,0.5536,7699.069
14,0.2253655243128538,0.507,7640.9302
15,0.22859160092771053,0.5236,7692.9638
16,0.2280780277311802,0.5128,7686.8444
17,0.22799283429384232,0.5232,7681.9964
18,0.22800192645788192,0.5034,7664.53
19,0.22875742127001286,0.5216,7683.9664
20,0.22762472353577615,0.5362,7682.1664
