acceptance_beta8_m8,cells,channel_balance_beta8_m8,classification,effective_samples_beta8_m8,g_b_over_g_a,mu,q_combined_beta2_m8,q_combined_beta8_m4,q_combined_beta8_m8,reasons,size_delta,size_z,t,thermal_delta,thermal_z
0.9977083333333333,9,-0.009016462235744122,EXTEND,4.042528646837741,0.25,-1.5,0.6360275383144544,0.11081880701008051,0.0017330060818656265,effective sample or acceptance threshold not met,-0.10908580092821489,-11.166658511715596,0.25,-0.6342945322325887,-4.763576984616645
0.9964583333333333,9,0.0280567328833847,EXTEND,5.475939549691042,0.25,1.5,0.5734015248985034,0.0854979897644037,0.0005815363006118422,competing-channel reordering; signal present but short-chain quality is marginal,-0.08491645346379185,-6.277454377135945,0.25,-0.5728199885978915,-5.626896511799585
0.8435416666666666,9,-0.487433739247696,EXTEND,2.632535677496472,0.25,-1.5,1.7827296119999112,0.6023041457234781,1.3572739655461894,effective sample or acceptance threshold not met,0.7549698198227113,4.717961850604277,0.5,-0.4254556464537218,-3.0207147704396236
0.84,9,-0.6001285573354609,EXTEND,2.4285761996430955,0.25,1.5,1.5582971545028912,0.7786106098107302,1.4771488185089434,effective sample or acceptance threshold not met,0.6985382086982133,4.198762266953846,0.5,-0.08114833599394777,-0.48315748632043587
0.8152083333333333,9,-0.2780310118479924,EXTEND,4.664467370646772,0.25,-1.5,2.054415382068508,1.1564941106776359,2.1053756678789832,sub-threshold positive size/temperature trend,0.9488815572013474,20.718371730790818,1.0,0.05096028581047518,1.2850367251766233
0.8029166666666666,9,-0.3350008860050802,EXTEND,5.562734512898099,0.25,1.5,2.0469506805377766,1.1199796801188355,2.110567120988713,sub-threshold positive size/temperature trend,0.9905874408698774,53.00850860735356,1.0,0.06361644045093628,3.0553578229920517
0.8002083333333333,9,-0.15784344425831004,EXTEND,3.4467187642878048,0.25,-1.5,2.3884078461816896,1.1663583179615586,2.398239239085054,sub-threshold positive size/temperature trend,1.2318809211234956,52.53847333314877,2.0,0.009831392903364655,1.206183603779285
0.7922916666666666,9,-0.20691181645417567,EXTEND,3.6663173204624173,0.25,0.0,2.525384391226659,1.2484924110881939,2.5695116299847034,sub-threshold positive size/temperature trend,1.3210192188965095,97.5369613115863,2.0,0.044127238758044474,3.2775370837702487
0.7920833333333334,9,-0.06504510640602486,EXTEND,7.632213980929571,0.25,1.5,2.3962187494660334,1.1251098210232908,2.410232617020069,sub-threshold positive size/temperature trend,1.2851227959967781,231.53897451725825,2.0,0.014013867554035553,2.3016407033965307
0.99625,9,-0.10051196266389244,EXTEND,4.024438442105261,0.5,1.5,0.5615881697584714,0.0014646571536954616,0.004301709048727117,competing-channel reordering; signal present but short-chain quality is marginal,0.0028370518950316553,1.5253348710042625,0.25,-0.5572864607097443,-5.093247413779918
0.8102083333333333,9,-0.6200453690389971,EXTEND,5.441545843881736,0.5,-1.5,1.6267592554330803,0.9240659490780352,1.742120580611715,sub-threshold positive size/temperature trend,0.8180546315336799,14.74122597664432,0.5,0.11536132517863473,1.295507361459762
0.83625,9,-0.08466293740618953,EXTEND,3.236853278705885,0.5,1.5,1.5894702436466681,0.8514604776785653,1.3671554993845179,competing-channel reordering; signal present but short-chain quality is marginal,0.5156950217059526,3.4872925940031863,0.5,-0.22231474426215025,-1.4308319972261208
0.7985416666666667,9,-0.041241193761719905,EXTEND,3.6053551181240606,0.5,-1.5,2.0741520103529694,1.1628551128020919,2.2449279127288886,size-and-temperature enhancement; competing-channel reordering; signal present but short-chain quality is marginal,1.0820727999267967,55.70494858851064,1.0,0.17077590237591922,5.309033535318304
0.7764583333333334,9,-0.3034800743855194,EXTEND,2.9738087800416313,0.5,0.0,2.4293507154993454,1.2568069966066064,2.566080983633251,size-and-temperature enhancement; signal present but short-chain quality is marginal,1.3092739870266448,58.74405632274482,1.0,0.13673026813390576,14.866259179805665
0.7791666666666667,9,-0.2825845020014055,EXTEND,4.844419637558591,0.5,0.0,2.5204031089178103,1.2611576647795415,2.561150943472685,sub-threshold positive size/temperature trend,1.2999932786931434,122.42405640841127,2.0,0.04074783455487463,7.834501380599771
0.79,9,-0.13071371620074856,EXTEND,3.065755223097778,0.5,1.5,2.3966618751428808,1.126627768903673,2.4170542307032905,sub-threshold positive size/temperature trend,1.2904264617996175,166.85702905998116,2.0,0.020392355560409747,2.3194851022345078
0.9095833333333333,9,-0.1891798266188842,EXTEND,2.7908466612245504,1.0,1.5,0.9113504288202868,0.6004784493305734,0.3892127759331564,effective sample or acceptance threshold not met,-0.21126567339741698,-1.0357716341956178,0.25,-0.5221376528871304,-3.336272791963384
0.8129166666666666,9,-0.166619716191703,EXTEND,3.3438614348505826,1.0,-1.5,1.7528348126490438,1.2852360554856574,1.6059874629859159,competing-channel reordering; signal present but short-chain quality is marginal,0.32075140750025843,3.014195260250458,0.5,-0.14684734966312796,-1.7030081441541847
0.74875,9,-0.1032473424769054,EXTEND,3.2691957751506298,1.0,0.0,2.342269237817282,1.2304150377230663,2.5165056365202525,size-and-temperature enhancement; competing-channel reordering; signal present but short-chain quality is marginal,1.2860905987971862,36.25403458254961,0.5,0.1742363987029707,8.148036334571664
0.7527083333333333,9,-0.08150346704712907,EXTEND,3.3381651512043016,1.0,0.0,2.4872906144377227,1.2322021061991397,2.5495580143383187,competing-channel reordering; signal present but short-chain quality is marginal,1.317355908139179,48.07453221094731,1.0,0.06226739990059604,6.403469000304546
0.6852083333333333,9,0.35273099752146087,EXTEND,2.395382048470819,2.0,0.0,1.54222401763389,1.1204126413179563,1.5523253642723536,competing-channel reordering; signal present but short-chain quality is marginal,0.4319127229543973,4.454192556963928,0.25,0.010101346638463626,0.1083681047834073
0.708125,9,0.7471799475878012,EXTEND,2.8849136922619794,2.0,-1.5,2.037293614610571,1.1335184386054564,2.043582097686113,competing-channel reordering; signal present but short-chain quality is marginal,0.9100636590806568,13.039032396526073,0.5,0.006288483075542306,0.3909799346194887
0.6860416666666667,9,0.6240995489284039,EXTEND,3.1296164314694166,2.0,0.0,2.3421120446524326,1.061955730488505,2.309846448388074,competing-channel reordering; signal present but short-chain quality is marginal,1.247890717899569,20.780837216111784,0.5,-0.03226559626435854,-0.4496988571420575
0.708125,9,0.2943374455122123,EXTEND,3.3808486082375504,2.0,-1.5,2.231675418094536,1.0893010163898171,2.3105806982790424,sub-threshold positive size/temperature trend,1.2212796818892253,109.59745861329097,1.0,0.07890528018450649,3.0148161007486443
0.715,9,0.07169177547666264,EXTEND,3.2008251762708726,2.0,-1.5,2.45796983531541,1.0961387595331469,2.458336170743732,competing-channel reordering; signal present but short-chain quality is marginal,1.3621974112105852,74.980618825319,2.0,0.0003663354283220954,0.020202157230269517
0.7027083333333334,9,0.2782677491646575,EXTEND,3.748190475418918,2.0,0.0,2.53826528529731,1.2228786013785904,2.5558149041004334,competing-channel reordering; signal present but short-chain quality is marginal,1.332936302721843,211.86489656188724,2.0,0.017549618803123224,2.0936647441992298
0.7172916666666667,9,0.1629825568864221,EXTEND,3.5341434039500075,2.0,1.5,2.440649201736765,1.1182201185708984,2.434792083155089,competing-channel reordering; signal present but short-chain quality is marginal,1.3165719645841905,36.08723993690778,2.0,-0.005857118581676257,-0.15051287456526025
