acceptance,accepted,beta,cell_id,cell_index,channel_balance_mean,channel_balance_stderr,density_max,density_mean,density_min,density_stderr,density_tau_int,direct_sign_mean,direct_sign_min,direct_sign_stderr,dt,energy_interaction_mean,energy_interaction_stderr,energy_kinetic_mean,energy_kinetic_stderr,energy_mean,energy_stderr,energy_tau_int,experiment_id,g_a,g_b_over_g_a,m,machine,measurements,mu,nematic_sq_mean,nematic_sq_stderr,proposal_scale,proposed,q_a_sq_mean,q_a_sq_stderr,q_a_sq_tau_int,q_b_sq_mean,q_b_sq_stderr,q_combined_mean,q_combined_stderr,run_fingerprint,seed,slices,source_revision,stability_retry,stabilize,stabilized,status,t,v_asymmetry,weight_log_error_max,weight_log_error_mean,weight_log_error_stderr,worker_id
0.9133333333333333,1096,2.0,m04_b02_g000_t000_mun15,0,-0.2585722030525835,0.05483864991589491,0.22021739259254255,0.09073703783151806,0.048258399068316686,0.018450248725831786,2.6884382012437804,1.0,1.0,0.0,0.2,-0.6836162581339478,0.2382337228343413,2.1776889079564334,0.44280596941996286,1.4940726498224859,0.20440527794113034,2.7213553452044117,stage3-coarse-20260729,1.0,0.0,4,wsl,40,-1.5,0.010246008346056554,0.0018663479824739802,0.75,1200,0.17924632991639639,0.05135941605662022,1.494041176201886,0.07324883933561108,0.01215366921394988,0.12624758462600374,0.030748416903449923,e916f011fd20c60065e0b4242869dc71697285a666f98d138a191d9238dd7a0b,2909640788,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,0.0,0.0,1.7763568394002505e-15,4.551914400963141e-16,6.985669378878492e-17,0
0.6225,747,2.0,m04_b02_g000_t000_mu000,1,-0.5286725112858364,0.15840073710583155,0.5000000000000044,0.5,0.49999999999999645,1.7328222447086028e-16,0.5,1.0,1.0,0.0,0.2,-3.858729717570455,0.14520956487244863,0.0,0.0,-3.858729717570455,0.14520956487244863,1.2276572454893555,stage3-coarse-20260729,1.0,0.0,4,cpu,40,0.0,0.03125,9.02299192231307e-19,0.75,1200,1.0144696166603853,0.29112542024649074,4.591228949570216,0.19494697114642218,0.020526358103439602,0.6047082939034037,0.13529983854093763,146a4c3317cd1bcc31c6c444cf52d71b15fa26598b2229d026c62c151fc0d568,2657433657,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,0.0,0.0,5.684341886080802e-14,8.215650382226158e-15,2.8081531444339966e-15,14
0.8941666666666667,1073,2.0,m04_b02_g000_t000_mup15,2,-0.2781882758063356,0.09532722000030604,0.9524121797891894,0.8994476521239463,0.7499961830260833,0.015160743163769804,1.790193947322456,1.0,1.0,0.0,0.2,-0.8178862066126735,0.23861560452416064,-21.58674365097471,0.3638578359304752,-22.404629857587384,0.1254890513517007,1.3466600118284469,stage3-coarse-20260729,1.0,0.0,4,cpu,40,1.5,0.011591082989154986,0.0016996619335412789,0.75,1200,0.2706243102316287,0.12573299550999636,2.1305481786107285,0.0726254248672065,0.0038431788035415836,0.1716248675494176,0.06274700226697788,ee988c98edc2e613f3fac36b57204f0ba3cd517ce325019e7d70fb540118e2e6,3206919740,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,0.0,0.0,3.055333763768431e-13,1.7230661342182428e-14,1.0122622387099234e-14,15
0.8,960,2.0,m04_b02_g000_t025_mun15,3,-0.43415146036434765,0.13980039706427028,0.23084725615667168,0.15741829640826582,0.060680415572668484,0.016874321620795205,2.6050501522521947,1.0,1.0,0.0,0.2,-1.5012383822951765,0.2578418343736237,2.5977575659558796,0.22403359416878033,1.096519183660703,0.05757677375396313,1.054372702511018,stage3-coarse-20260729,1.0,0.0,4,cpu,40,-1.5,0.0175570218010326,0.0018044322965615229,0.75,1200,0.56696372903348,0.14505893600486863,2.879845384625421,0.1424344049098001,0.006340825114451696,0.3546990669716401,0.07237842579958959,9a6301bfdc7ad61eb5df762a31e59dc9c5e3a07363472344e2e7591d5391fdb3,3152109678,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,0.25,0.0,2.6645352591003757e-15,8.271161533457416e-16,1.2098743323394713e-16,16
0.6166666666666667,740,2.0,m04_b02_g000_t025_mu000,4,-0.763219924159962,0.02087896861501706,0.5000000000000071,0.5000000000000006,0.4999999999999968,4.655211021482328e-16,0.9171779378757497,1.0,1.0,0.0,0.2,-4.225792758177115,0.034315619237527226,-2.3834735369533417,0.056716949961411196,-6.609266295130456,0.05435987149051164,1.514579142410411,stage3-coarse-20260729,1.0,0.0,4,cpu,40,0.0,0.03128069898963348,1.3794722992513082e-05,0.75,1200,1.814278902848929,0.08654540734280958,3.107880237906064,0.23805534786563176,0.010661903762877416,1.0261671253572804,0.039524773620754364,75bd934155016707855b3e5cf67ed966d22917dcdda58abcb3477d008fe474ee,3653296853,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,0.25,0.0,6.394884621840902e-14,1.5365486660812167e-14,4.454220523436485e-15,17
0.8466666666666667,1016,2.0,m04_b02_g000_t025_mup15,5,-0.13815370394119772,0.07589153678618557,0.9342304035407016,0.8968594109395565,0.8029953117021933,0.009230779285109982,1.3746236743250717,1.0,1.0,0.0,0.2,-0.7058054327004244,0.11678432710610087,-22.272503291250253,0.13429896860988777,-22.978308723950676,0.033503526971444444,1.4284162743432083,stage3-coarse-20260729,1.0,0.0,4,wsl,40,1.5,0.011762369956705142,0.0009736675862393299,0.75,1200,0.22942087631811744,0.04813219139670731,1.1824013904991948,0.12729493768826833,0.006726702980189703,0.1783579070031929,0.02634642945729594,b71768a09c4368247d2b0938fd38f30827ade99ed94e684b98571d7fc1ceb795,1139550428,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,0.25,0.0,5.684341886080802e-14,1.3145040611561854e-14,3.344968286743203e-15,1
0.6858333333333333,823,2.0,m04_b02_g000_t050_mun15,6,-0.6978877187444641,0.06144443558697274,0.3041918399466752,0.2651190731843799,0.15165978870891444,0.011763166746600271,2.4003246688767357,1.0,1.0,0.0,0.2,-3.1676338103012034,0.2625255015300072,2.078724751342854,0.16999002439400213,-1.0889090589583492,0.09496374746242509,1.7411125694288985,stage3-coarse-20260729,1.0,0.0,4,cpu,40,-1.5,0.02679497343494216,0.0011634083237928151,0.75,1200,1.4299133595362477,0.1453182312349633,2.5206772478494677,0.21902738991928974,0.0266942392582644,0.824470374727769,0.05965527660504353,dada2adcc9328d75cdd51c191f8ba7822393cb87b69fc380500e7a86b7a23c84,572719798,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,0.5,0.0,7.105427357601002e-14,8.915090887740007e-15,3.601494188688284e-15,18
0.6183333333333333,742,2.0,m04_b02_g000_t050_mu000,7,-0.6799296410472712,0.008699417148757237,0.5000000000000704,0.49999999999999717,0.49999999999993155,3.75655471073107e-15,0.8190016261709773,1.0,1.0,0.0,0.2,-4.295355024868803,0.030504229126664957,-5.438907685034096,0.05947546539499701,-9.734262709902898,0.048495635096365515,1.3026421047306713,stage3-coarse-20260729,1.0,0.0,4,cpu,40,0.0,0.03129664152180099,2.1735708593803253e-05,0.75,1200,1.913592696192779,0.01709294148947961,1.2038827343929184,0.36582887039249706,0.0123918072288719,1.1397107832926379,0.012437540631842667,823c8beab72d77295c176eaeaabbe6393e32543ce15245942e97aeef4b01fcb5,968034034,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,0.5,0.0,9.094947017729282e-13,1.220357148667972e-13,2.9135621510320205e-14,19
0.7025,843,2.0,m04_b02_g000_t050_mup15,8,-0.42813674384307776,0.11687140141723672,0.8383726291718812,0.770506394773093,0.723118325757457,0.007631370094286817,1.3155420385664622,1.0,1.0,0.0,0.2,-2.3924729979363324,0.15291822058895801,-22.317969229728995,0.19017703136295294,-24.710442227665325,0.20633842876929676,2.933335158562002,stage3-coarse-20260729,1.0,0.0,4,cpu,40,1.5,0.023649825829385223,0.0006619686810223763,0.75,1200,0.9388464742632501,0.15347503430127798,3.013828568569509,0.3078074769219729,0.02821197910908232,0.6233269755926114,0.06333106443587079,38d0389ab974787d1318f206e55c5281a0fc3ec4a0dd73cef72a2eb0683fb74d,841634219,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,0.5,0.0,1.4139800441625994e-12,2.8332891588433995e-13,6.794285356204588e-14,20
0.6366666666666667,764,2.0,m04_b02_g000_t100_mun15,9,-0.434267970158588,0.0420582203620892,0.3494895280311494,0.32518267358883357,0.30117640305055043,0.005111347979723447,2.5593330565408827,1.0,1.0,0.0,0.2,-3.384871131081146,0.1245629669719055,-3.134988641498579,0.09692690912745233,-6.519859772579724,0.03756058175886033,1.0659609004555595,stage3-coarse-20260729,1.0,0.0,4,cpu,40,-1.5,0.02760758711425414,0.0004999021221425366,0.75,1200,1.5200762195207311,0.06906505507778372,2.3546807330824997,0.5917366913942818,0.03476970841916865,1.0559064554575064,0.017696283974287092,beb462fb60b4fa7f9628d68f38e9611604d768b2404cdf37136e60bb7808062b,2893923659,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,1.0,0.0,7.780442956573097e-13,1.2398970739013748e-13,4.3050091903997634e-14,21
0.6008333333333333,721,2.0,m04_b02_g000_t100_mu000,10,-0.615371304334326,0.021018952582902362,0.5000000000030773,0.4999999999999446,0.49999999999313793,3.2181410482495084e-13,0.6645831995120881,1.0,1.0,0.0,0.2,-4.293776163973729,0.0641634891234341,-11.47037011522009,0.13926758296738104,-15.76414627919382,0.10179163243787996,2.852002818493726,stage3-coarse-20260729,1.0,0.0,4,wsl,40,0.0,0.031267042805508884,4.934489240926905e-06,0.75,1200,1.9219157253518055,0.02465011934940318,2.560673531644653,0.458456681012884,0.02753044400854193,1.1901862031823447,0.013267724239458364,80069fcf084f1f5a189d506f7216e7a4f171689a6ce94c6149826269ac062948,568363724,10,b4459ae0d1c64ba021ffce634d26402362575171,False,False,False,COMPLETE,1.0,0.0,1.1436895874794573e-10,1.2640377633488242e-11,4.675730636131853e-12,2
