block,m2,Rp,C1
1,0.08739779809210935,-0.08693333333333333,295708.1896
2,0.08692779046517292,-0.1016,294304.78506666666
3,0.08581379244517497,-0.13946666666666666,291894.5402666667
4,0.07892680772299646,-0.28746666666666665,279121.4016
5,0.09180705481203913,0.014666666666666666,305049.5776
6,0.08348424196017537,-0.18186666666666668,287911.87813333335
7,0.0820557716087312,-0.2104,284957.60826666665
8,0.08530541233130304,-0.13253333333333334,292023.7058666667
9,0.08491526600854025,-0.15626666666666666,290992.31173333334
10,0.08196735743801498,-0.2264,284384.0552
11,0.08641669102439967,-0.14133333333333334,292719.25786666665
12,0.08657019466671143,-0.1368,293988.62426666665
13,0.08794628368682558,-0.09626666666666667,296990.9250666667
14,0.0833777359053968,-0.1696,288475.11333333334
15,0.08409641929037365,-0.17813333333333334,290019.6458666667
16,0.08768719280702936,-0.10213333333333334,295875.30453333334
17,0.08711612503043337,-0.0968,296128.4936
18,0.0853898588112992,-0.13653333333333334,291571.51173333335
19,0.08636816762959061,-0.12453333333333333,292941.2176
20,0.08646044725026975,-0.1368,292525.3797333333
