block,m2,Rp,C1
1,0.08725237580537797,-1.1316,4247.9964
2,0.08348260768055916,-1.2046,4132.0324
3,0.08840375432372093,-1.1204,4250.7672
4,0.08535820797085762,-1.167,4182.8354
5,0.0902880355656147,-1.11,4303.0562
6,0.09177668153047562,-1.0762,4386.8786
7,0.08665858817100525,-1.145,4237.6206
8,0.08677226985394955,-1.1426,4208.1246
9,0.0894885111361742,-1.1126,4290.536
10,0.08892426221966744,-1.1158,4274.804
11,0.08918946815431118,-1.1426,4284.1678
12,0.08935984765589237,-1.0806,4332.7436
13,0.0917606467306614,-1.0832,4344.7616
14,0.09488811060786247,-1.0436,4468.2342
15,0.08353063785135746,-1.187,4117.3864
16,0.08945312685370445,-1.1082,4291.0482
17,0.09144283636212348,-1.0714,4357.3228
18,0.09113002784848213,-1.0822,4339.662
19,0.08635741801857948,-1.1382,4222.2194
20,0.08835704349279404,-1.1136,4267.177
