block,m2,m4
1,0.10361336387504416,0.011363974436933457
2,0.12434680480613024,0.01574456570938379
3,0.12695414229833987,0.016688873380895017
4,0.1016424957590818,0.010701846991168782
5,0.10365921628515352,0.011413313669997394
6,0.0189845346360642,0.000605251221868846
7,0.046688376288994915,0.0037278635209961743
8,0.053458112082030856,0.0032693272192160635
9,0.013389018503334956,0.0003911549957005273
10,0.005005344710403006,5.2734918440109766e-5
11,0.011077117898935103,0.00018016447660613286
12,0.03852830785163387,0.0019292706879807003
13,0.09288853779874044,0.010313482825301092
14,0.14913478779795697,0.022431357117639283
15,0.09453456811349314,0.010028235590162507
16,0.11752130665607984,0.014277659619441059
17,0.10509771312497615,0.011343883202721282
18,0.08754555757905765,0.008298195773544358
19,0.10423498429720639,0.011124247300522742
20,0.03661591189102619,0.002638558481667082
21,0.0034537748158239992,2.8307203124308577e-5
22,0.05004562514882709,0.002841372484322204
23,0.07076523083307838,0.005585797942883112
24,0.09577124777079735,0.01037184482078272
25,0.02426144402169448,0.0007178022388544737
26,0.01240568144322897,0.0004627141229177923
27,0.003378201385991997,2.5414711353406804e-5
28,0.030588521107609266,0.0010622576461950018
29,0.0799424298981059,0.008358529802233313
30,0.10735888307881541,0.011786203316606451
31,0.10155086053397681,0.010498925927776466
32,0.08625888305013941,0.007738028860198182
33,0.1193902903905604,0.014927137646697543
34,0.08410202805165026,0.008725121283444494
35,0.09954581042927749,0.010310154194086188
36,0.08601049361998449,0.008107931671460279
37,0.08222543155423483,0.007171794030269959
38,0.11004582100239349,0.012745017331852751
39,0.1307821272256755,0.01768926917176943
40,0.1072813123238593,0.012126644773474351
41,0.11431547511939424,0.013460158720449988
42,0.07547112976320204,0.006749216914528841
43,0.13226340190657937,0.017919921363020556
44,0.11346266088017729,0.013677656530124807
45,0.12883584411290067,0.016850601459508046
46,0.1287289430337434,0.016848552077009252
47,0.09860102976376657,0.009901318848394897
48,0.09899681279741634,0.0100433391235956
49,0.05831488657226437,0.0038083481806604285
50,0.03574414502792642,0.0015384092465624206
