block,m2,m4,Qm,chi,Rp,C1
1,0.23347940388781718,0.06327911332814291,0.8614632723617253,61205.22485276795,0.1095,121836.781
2,0.23822206251128228,0.0645059838436795,0.8797594840914871,62448.48435495758,0.092,123879.0845
3,0.23093770784762455,0.06211509382824577,0.858603305878979,60538.93448600769,0.065,121559.2455
4,0.22038324620999628,0.057197845180229065,0.849136450106062,57772.14569447326,-0.0235,119032.158
5,0.21459089226298966,0.05516938523418867,0.8346884933872554,56253.71486138916,-0.063,116680.88
6,0.22123284115578282,0.05775517768694218,0.8474386533993044,57994.86191194153,-0.02,119063.8835
7,0.21883647232924705,0.05658538745781327,0.8463209986361377,57366.66820227814,-0.062,118366.6785
8,0.22325136254748212,0.058761363445144654,0.848196296973868,58524.005183647154,-0.0145,119360.821
9,0.21457582851895132,0.05475768458220873,0.8408461120277925,56249.765991271976,-0.0775,116575.3085
10,0.21546525374101475,0.05611060208178722,0.8273886546790222,56482.92347668457,-0.0995,116452.3555
11,0.22444936487809172,0.059344763938921914,0.8488957416028764,58838.05430660248,-0.013,119912.837
12,0.2320780545748712,0.06322140184710508,0.8519302299799159,60837.86953847504,0.063,122000.6075
13,0.23142662879382261,0.062057693469081146,0.8630402053463038,60667.102178527835,0.0555,121259.089
14,0.23376353797130286,0.0635077090553071,0.8604528882827689,61279.70889794922,0.038,122595.3765
15,0.2343887036817614,0.06401975438238526,0.8581423803264779,61443.59233795166,0.0485,122124.049
16,0.21801397112180712,0.057287112905320486,0.8296820906798715,57151.054445755006,-0.045,117257.3765
17,0.23560448482554056,0.06385290931006048,0.8693335021018762,61762.3020701065,0.0545,122471.8405
18,0.23485378319676967,0.06443432502339218,0.8560080277369462,61565.51014233399,0.0665,122144.0105
19,0.23853910147948773,0.06479855763481664,0.8781198997563514,62531.59421823883,0.114,124085.385
20,0.23716050340709627,0.06471362027786068,0.8691385852747519,62170.203005149844,0.1095,123262.9915
21,0.22385819065896795,0.059804014055529535,0.8379452502732698,58683.081532104494,-0.031,118359.918
22,0.23533306006906787,0.06423306908188772,0.8621983964500909,61691.14969874573,0.078,122799.5055
23,0.22312021057098172,0.058902318919657914,0.845172639690844,58489.62447991943,0.003,119468.666
24,0.22310756629132084,0.05836940596663413,0.8527924057491741,58486.30985787201,-0.0215,119206.417
25,0.21917743302418966,0.057131019041210325,0.8408522717303774,57456.04900269317,-0.0205,117616.7655
26,0.23148163038349595,0.062470502800051904,0.8577447403698008,60681.52051525116,0.096,122462.09
27,0.24899796610709746,0.06962639064667701,0.8904667691320326,65273.322827178956,0.242,127268.5015
28,0.23229900597126107,0.06174173176234152,0.8740089828214025,60895.79062133026,0.06,121759.724
29,0.22875393970296137,0.06040757458952713,0.8662550232350872,59966.472769493106,0.078,121168.7585
30,0.2182628080440918,0.05655169877050875,0.8423911997518141,57216.2855519104,-0.0515,118345.6615
31,0.22359867235345882,0.05934672699349341,0.8424452166285576,58615.05036542511,-0.085,118651.866
32,0.236900457084761,0.06454669554914466,0.8694763703935637,62102.03342202759,0.1205,123925.4235
33,0.2260750769227161,0.06013812964703179,0.8498757893800679,59264.22496482849,0.0135,119923.7175
34,0.24587980456015793,0.06882949989020284,0.8783570763550885,64455.91548661804,0.1835,126184.7715
35,0.23454373220860725,0.0630131046786933,0.8730051089982832,61484.23213609314,0.05,122604.239
36,0.23920667883145508,0.06644449290236477,0.861167460208556,62706.59561559296,0.1325,124325.2685
37,0.22342588409170275,0.059014541345569015,0.84587839783164,58569.754959335325,-0.0585,118327.17
38,0.2334785979015578,0.06361092106179972,0.856963784962604,61205.01356830597,0.0965,122107.7
39,0.2358685944407771,0.06354639307099913,0.8754862574388608,61831.53682108307,0.0365,122706.0935
40,0.22278916900834883,0.059110825733132775,0.8396941374413793,58402.843920524596,-0.037,119233.3155
41,0.2344431571450259,0.06383174065841164,0.8610699530545277,61457.86698662567,0.0845,122352.9045
42,0.22448130497633248,0.058650609764896104,0.8591872528840785,58846.4272117157,-0.009,119638.263
43,0.2284350529143121,0.06087878301713859,0.8571553308691164,59882.87851116943,0.006,120564.6305
44,0.2319701862220536,0.06352513740700773,0.8470688847334661,60809.59249699402,0.026,121086.092
45,0.2230990912731795,0.05912524125232207,0.8418266627362591,58484.08818271637,-0.05,118829.2005
46,0.2208128789050388,0.05859669047955386,0.832100364223549,57884.771327682494,-0.074,117627.1875
47,0.23786210980504985,0.06552418665187153,0.8634732634150687,62354.12491273499,0.1085,123469.1025
48,0.23362761343468447,0.06294890347572153,0.8670820100978849,61244.077096221925,0.069,122385.1475
49,0.23556389138085068,0.06382743537157273,0.8693808015229034,61751.66074214172,0.0905,122573.544
50,0.22508650302750174,0.05976184462812097,0.8477638894919519,59005.07624964142,-0.0075,119918.6125
