block,m2,Rp,C1
1,0.2003025722414255,0.481,7172.7582
2,0.20193162876069545,0.508,7216.0962
3,0.19749693358838558,0.4544,7111.7244
4,0.19807079785466195,0.4712,7138.3116
5,0.19712182168066503,0.4502,7128.8524
6,0.19711589936614038,0.4578,7110.7342
7,0.20041106915473939,0.4896,7181.5178
8,0.19906858290731907,0.4728,7143.6614
9,0.19430940359532833,0.4708,7081.1976
10,0.19848705547749995,0.483,7148.6424
11,0.1961975403815508,0.4462,7110.2316
12,0.20065758558213712,0.463,7168.0076
13,0.19190525827109814,0.4196,7018.8538
14,0.19556340140104295,0.4402,7089.1228
15,0.19771634454727172,0.4712,7134.5198
16,0.1987098153322935,0.4552,7149.1322
17,0.19620171611607073,0.4394,7080.3622
18,0.19543695371747016,0.4576,7105.8772
19,0.19856897013187408,0.4642,7147.1648
20,0.1954489348679781,0.4248,7063.2134
