block,m2,Rp,C1
1,0.05209053575694561,-1.358,3134.2536
2,0.05247771600484848,-1.3438,3168.2916
3,0.05321692637503147,-1.3468,3177.7086
4,0.0535377194583416,-1.3306,3206.2338
5,0.053749509367346765,-1.3296,3201.4786
6,0.054856574645638465,-1.3144,3233.0428
7,0.05016370500326157,-1.378,3072.7818
8,0.05319874656498432,-1.346,3196.687
9,0.052913121351599694,-1.3468,3157.8642
10,0.051786611595749855,-1.3626,3116.3784
11,0.054836032021045686,-1.2992,3232.6876
12,0.05490692116916179,-1.3014,3268.4086
13,0.050843730068206784,-1.3762,3084.67
14,0.05358499329984188,-1.345,3209.0056
15,0.05138969032466412,-1.3632,3126.524
16,0.05174293322563171,-1.3652,3137.815
17,0.05327147244513035,-1.3374,3200.3568
18,0.052436477622389795,-1.3436,3162.1386
19,0.05217587166428566,-1.3586,3161.722
20,0.05531063959896564,-1.3056,3237.425
