block,m2,m4,R0,R2,C1
1,0.38686364448070526,0.1751323641793933,0.2206,0.4851,2461.484
2,0.3791458839178085,0.16956883974625142,0.2372,0.4651,2425.5075
3,0.38601919643878935,0.17450589294539343,0.2272,0.4805,2447.3934
4,0.3804155168771744,0.17023777423857822,0.2338,0.4671,2429.6247
5,0.3885052740097046,0.17547921252754084,0.225,0.4748,2460.328
6,0.38403222444057467,0.17210827917258556,0.2245,0.4764,2449.6606
7,0.3883378760814667,0.17493170399834704,0.213,0.4877,2466.0877
8,0.3889736211776733,0.17638026048548863,0.2216,0.4823,2464.9748
9,0.3783547473192215,0.1690355112188732,0.2387,0.4697,2425.7688
10,0.3943998128175735,0.1796554124496361,0.2128,0.5005,2483.3071
11,0.3876916313171387,0.17569172935768546,0.2292,0.4818,2452.7168
12,0.38969033896923067,0.17665490789157842,0.219,0.4852,2468.2246
13,0.3852568660259247,0.17348433002932878,0.2274,0.4801,2449.4864
14,0.38404248485565184,0.17269784409923022,0.2274,0.4779,2442.1662
15,0.3847540580511093,0.17466554091326544,0.2292,0.4748,2443.7603
16,0.38659440388679506,0.1744211557852515,0.2235,0.4809,2448.661
17,0.38527038762569427,0.17427512958395577,0.2337,0.4821,2444.3395
18,0.3737842686653137,0.16618077520011382,0.2436,0.4652,2409.3969
19,0.3941381461620331,0.18014622174022588,0.2157,0.489,2479.8381
20,0.389797366976738,0.177102062804182,0.2233,0.4872,2462.542
21,0.3824181783914566,0.17111687110697635,0.2322,0.4665,2442.0819
22,0.3843377868890762,0.17243875050628596,0.2337,0.4702,2445.5362
23,0.38200596590042113,0.17136494542163727,0.2337,0.4737,2434.3356
24,0.3860153932571411,0.17314450740302367,0.2181,0.4804,2458.2074
25,0.3824687676906586,0.17174454174310505,0.2288,0.4857,2436.5369
26,0.38207724413871763,0.17166508666818134,0.2396,0.4684,2438.8036
27,0.3736120215177536,0.16597193930874327,0.2453,0.4637,2408.5095
28,0.37975699355602266,0.16949646455642756,0.2373,0.4623,2428.7076
29,0.3799814033508301,0.16879433093620258,0.2369,0.4588,2432.054
30,0.382464470076561,0.17150477687053886,0.2319,0.4707,2439.5467
31,0.3902714959859848,0.17608816608076794,0.2103,0.4855,2470.5127
32,0.38910244781970976,0.17574099519641476,0.2179,0.4956,2464.6401
33,0.3852307042837143,0.17301275723817172,0.2237,0.4828,2448.4333
34,0.38935014152526853,0.17644060144941348,0.2184,0.4895,2459.6375
35,0.3949758663892746,0.17963420629578875,0.2184,0.4933,2485.5981
36,0.3875812664747238,0.1748841117518923,0.2233,0.4844,2457.0001
37,0.39898155369758603,0.18277345990733498,0.2093,0.5011,2496.3582
38,0.3930343783140183,0.17931608465858698,0.2208,0.4867,2471.3179
39,0.37949142150878906,0.17054261819902594,0.2414,0.4699,2424.3029
40,0.38442162883281705,0.17244879245079522,0.226,0.4794,2448.3197
41,0.387990237736702,0.17572297341244245,0.2333,0.4832,2455.5419
42,0.38342251133918764,0.17241750044498863,0.2328,0.4711,2440.8872
43,0.3839491465806961,0.1720274146284208,0.2295,0.4746,2438.8976
44,0.386279936337471,0.1737416179546173,0.2226,0.4747,2456.3912
45,0.37807033760547637,0.16759880197099788,0.2367,0.4659,2427.9011
46,0.37780430819988253,0.16825455821328728,0.2358,0.4597,2421.1875
47,0.38447107088565824,0.17317361301190096,0.2344,0.4748,2444.8261
48,0.390089035153389,0.17693480502456746,0.2202,0.4938,2468.6439
49,0.3863171218633652,0.1741697327316545,0.2278,0.4747,2457.0493
50,0.37531000690460203,0.16718241242238527,0.2446,0.4566,2408.4694
