block,m2,m4,Qm,chi,Rp,C1
1,0.2762591368906821,0.08861480100527012,0.8612456367311118,18104.918795267742,0.06766666666666667,33245.295666666665
2,0.2763069008563956,0.08859853037302585,0.8617016912067166,18108.04905452474,0.06166666666666667,33239.689
3,0.2856495598902305,0.09383847864993858,0.8695331833956133,18720.329556966146,0.09433333333333334,33695.68466666667
4,0.2742231214595959,0.0881195100531973,0.853367435856684,17971.486487976075,0.04833333333333333,33060.93033333333
5,0.27479163474248103,0.08854455303338432,0.8527960211846696,18008.744574483237,0.051333333333333335,33081.654
6,0.27313431122588616,0.08809631442190251,0.8468271625026302,17900.130220499675,0.050666666666666665,32943.97233333333
7,0.27551642812384913,0.08781553718601481,0.8644176713891716,18056.244633524577,0.027,33203.566333333336
8,0.27144672366107503,0.08570638079282397,0.8597180642179374,17789.532481852213,0.043666666666666666,33095.227333333336
9,0.27452027637294185,0.08756623747742409,0.8606214485269587,17990.960832377117,0.06233333333333333,33212.40266666667
10,0.2701530415757249,0.08549641179874382,0.853634255954677,17704.749732706707,0.008333333333333333,32929.242
11,0.2755515274753173,0.0891502003680256,0.8516934788764978,18058.544904622395,0.028666666666666667,33056.436
12,0.26114043352597704,0.08106546550832969,0.8412253676027814,17114.09945155843,-0.04933333333333333,32234.477333333332
13,0.26773006831047436,0.08418149865263108,0.8514862603398298,17545.957756795247,-0.007,32711.272666666668
14,0.27916109440568837,0.09044331400931711,0.8616548108990514,18295.101482971193,0.07666666666666666,33359.524333333335
15,0.27170938519512616,0.08607297250492033,0.857713958918907,17806.74626814779,0.05633333333333333,32988.72266666667
16,0.27601824155946575,0.08876208207379814,0.858317739890749,18089.131478841147,0.04766666666666667,33139.47633333333
17,0.26667808419000355,0.08383001883624586,0.8483500489982169,17477.014925476073,-0.021333333333333333,32549.740333333335
18,0.2738545533781871,0.08830777680261633,0.849260610122668,17947.33201019287,0.059333333333333335,33047.117666666665
19,0.2762449232923488,0.08806793216023817,0.866504478678443,18103.98729288737,0.023666666666666666,33260.068
20,0.28885121569409966,0.09431767604461072,0.8846170549038538,18930.153271728515,0.14733333333333334,34095.54033333333
21,0.2792578611920277,0.09040124298970803,0.8626535483192883,18301.44319108073,0.049666666666666665,33379.323
22,0.2764612943151345,0.08847222759504435,0.8638964942110329,18118.167384236654,0.031,33280.89566666666
23,0.2736833206349984,0.08689618607991303,0.861977531728678,17936.110101135255,0.04733333333333333,33132.348666666665
24,0.27423307864492136,0.08721887686762815,0.8622420297524376,17972.139042073566,0.05433333333333333,33095.30766666667
25,0.2553433274049312,0.0782197442753161,0.8335518794427613,16734.18030480957,-0.13633333333333333,31579.810666666668
26,0.27185493291262536,0.08602794912134114,0.8590824877701778,17816.284883361815,0.05,33020.73133333334
27,0.2584317605163281,0.07968832285824783,0.8381024025611832,16936.58385719808,-0.075,31926.860666666667
28,0.2702551937028766,0.08570117078919888,0.8522388790117262,17711.44437451172,-0.015,32702.886
29,0.27252484620176254,0.08719229885715253,0.8517930226724588,17860.18832067871,0.041666666666666664,32906.21433333333
30,0.27669586313826344,0.08972743466439635,0.8532574341859313,18133.540086629233,0.08533333333333333,33176.18066666667
31,0.2800032020205011,0.090589942548567,0.8654580291813393,18350.28984761556,0.11566666666666667,33548.20566666667
32,0.2738462831247598,0.08742510398419066,0.8577832151598823,17946.790010864257,0.03833333333333333,33192.471666666665
33,0.2724638988341515,0.0869571101541673,0.8537148490364024,17856.194073994953,0.009,32941.914333333334
34,0.2718612341471016,0.08608673609160468,0.8585356349593662,17816.69784106445,0.01633333333333333,32983.44066666667
35,0.2714142002022515,0.08658933085987855,0.8507476306825358,17787.401024454753,-0.019666666666666666,32782.58033333333
36,0.2712321651087453,0.08640634845738471,0.8514060448447326,17775.471172566733,0.005,32782.34766666667
37,0.26607596294892333,0.08393057384446023,0.8435116646574635,17437.55430782064,-0.006333333333333333,32526.557
38,0.27262346014225236,0.0866635427797643,0.8576103472807554,17866.65108388265,0.014333333333333333,32849.59133333333
39,0.2780496647367254,0.08966638341154415,0.8622140552426012,18222.262828186034,0.086,33420.058666666664
40,0.2647742517727117,0.08257903503127882,0.8489491839574679,17352.245364176433,-0.0016666666666666668,32588.41
41,0.2699089023526758,0.0864759500278164,0.8424401876567141,17688.74982458496,0.014333333333333333,32729.04
42,0.2586358250929043,0.0794845963682496,0.8415780299314424,16949.957433288575,-0.036,32019.007333333335
43,0.27712301120130967,0.08881692513876374,0.8646681160972035,18161.53366208903,0.07266666666666667,33299.83033333333
44,0.26039509739136946,0.08076637697145522,0.8395276510846204,17065.25310264079,-0.07566666666666666,32021.377
45,0.26812749035004524,0.08537793325370421,0.8420483881681977,17572.003207580565,0.005666666666666667,32679.417666666668
46,0.27510515606434394,0.0878639569915801,0.861363970899235,18029.291507832844,0.026333333333333334,33183.973666666665
47,0.2699268903871998,0.08525006829415707,0.8546682438153207,17689.928688415526,-0.012333333333333333,32832.51866666666
48,0.2621143589823817,0.08125341406553738,0.8455513897462777,17177.92663026937,-0.07533333333333334,32232.96
49,0.27593262388619283,0.0887942967008699,0.8574741368943489,18083.520439005533,0.051666666666666666,33170.450666666664
50,0.27126541229741025,0.08576492951880564,0.8579838439994174,17777.650060323078,0.005,32884.525
