block,m2,Rp,C1
1,0.005698430773960126,-1.982,231257.02
2,0.0054682253324374415,-1.975,218519.579
3,0.005822800364371915,-1.965,218926.049
4,0.00590246753940346,-1.971,218333.874
5,0.005721299422632001,-1.976,221463.202
6,0.0054352172069957305,-1.982,213554.466
7,0.004729526235387766,-1.978,199784.461
8,0.005628724587190618,-1.982,219480.216
9,0.005816015936421081,-1.96,217275.944
10,0.005714851078798802,-1.978,211264.023
11,0.005498743997273095,-1.984,217500.862
12,0.0055050544751209145,-1.984,213195.263
13,0.005453162620414332,-1.966,216676.779
14,0.006430384416142488,-1.949,233670.722
15,0.005700093345310051,-1.972,214594.196
16,0.005393932530307211,-1.974,215436.94
17,0.005593473180879527,-1.98,213720.136
18,0.0050928783718229625,-1.973,204733.083
19,0.005813203289041212,-1.966,213362.072
20,0.005228453269657394,-1.978,212567.78
