block,m2,Rp,C1
1,0.15940109362006188,-0.1786,6202.9056
2,0.15627673346698284,-0.2376,6078.5168
3,0.15699349105358124,-0.21,6159.7254
4,0.15958863629996778,-0.1576,6209.3576
5,0.16269234245419503,-0.1538,6267.5906
6,0.16277100457251073,-0.1336,6230.3932
7,0.16209538792073727,-0.1494,6277.0898
8,0.15887697948515414,-0.2064,6194.1304
9,0.16065512908697127,-0.1892,6191.5324
10,0.16053262309134006,-0.1972,6200.9724
11,0.16503271903395653,-0.1282,6327.029
12,0.15847603629231452,-0.206,6141.8722
13,0.1567663907557726,-0.2388,6115.5392
14,0.15882293858230115,-0.19,6184.4538
15,0.15830103456377984,-0.2104,6161.8026
16,0.1634810066461563,-0.147,6275.1688
17,0.15822911796569825,-0.1996,6191.8134
18,0.15777969499528408,-0.1958,6160.5962
19,0.15983053128421307,-0.197,6195.6272
20,0.15185571988821028,-0.2684,6041.805
