beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples,ed_energy,ed_energy_per_site
0.1,-0.6193746144847794,0.15385291954587726,-0.15484365362119484,0.038463229886469316,1.0591068313831244,94.41918136757415,-0.5011714752382909,-0.12529286880957272
0.2,-1.1369736518478413,0.16381407045380292,-0.2842434129619603,0.04095351761345073,1.0,100.0,-1.0075871741706095,-0.2518967935426524
0.3,-1.4544479032957267,0.15670117493303987,-0.3636119758239317,0.03917529373325997,1.0,100.0,-1.5166432902331897,-0.3791608225582974
0.4,-1.990320663895754,0.14138310939697699,-0.4975801659739385,0.035345777349244246,1.2181409623090205,82.09230548363401,-2.0145744147982128,-0.5036436036995532
0.5,-2.70724441154829,0.12909116238889923,-0.6768111028870725,0.03227279059722481,1.0,100.0,-2.4798563756036702,-0.6199640939009176
0.6,-3.0214437847303532,0.11555530653424488,-0.7553609461825883,0.02888882663356122,1.0,100.0,-2.8912438251675274,-0.7228109562918819
0.7,-3.1409335458900585,0.11708769617688372,-0.7852333864725146,0.02927192404422093,1.0,100.0,-3.2352245388139744,-0.8088061347034936
0.8,-3.5133592820887416,0.09637551044598848,-0.8783398205221854,0.02409387761149712,1.0,100.0,-3.508830278949203,-0.8772075697373007
0.9,-3.7760904812193736,0.07082458365029362,-0.9440226203048434,0.017706145912573405,1.0,100.0,-3.717756125953964,-0.929439031488491
1.0,-3.853214535905606,0.06423195844303813,-0.9633036339764015,0.01605798961075953,1.0,100.0,-3.8724175064729884,-0.9681043766182471
1.1,-4.065473867098704,0.029238248518915728,-1.016368466774676,0.007309562129728932,1.0,100.0,-3.9843965186333197,-0.9960991296583299
1.2,-4.04746964383854,0.03433596046921254,-1.011867410959635,0.008583990117303136,1.0192666033176843,98.1097582070312,-4.064270327164289,-1.0160675817910723
1.3,-4.097951007724791,0.0344408479305306,-1.0244877519311977,0.00861021198263265,1.2863992233212107,77.73636534218448,-4.120712479631102,-1.0301781199077755
1.4,-4.153517684818533,0.028013381351217514,-1.0383794212046333,0.0070033453378043784,1.0,100.0,-4.160387088937734,-1.0400967722344334
1.5,-4.204041567258698,0.009541359143134389,-1.0510103918146745,0.0023853397857835973,1.0,100.0,-4.1882098363860205,-1.0470524590965051
1.6,-4.218597279219001,0.006968282805994918,-1.0546493198047502,0.0017420707014987294,1.0,100.0,-4.207715028371957,-1.0519287570929892
1.7,-4.213692999887789,0.01725282890693672,-1.0534232499719471,0.00431320722673418,1.0,100.0,-4.22140399141538,-1.055350997853845
1.8,-4.2417463335122365,0.0025795227792113416,-1.0604365833780591,0.0006448806948028354,1.0,100.0,-4.2310306246227976,-1.0577576561556994
1.9,-4.241223634157899,0.0029131299016205365,-1.0603059085394748,0.0007282824754051341,2.089695444441347,47.8538632344742,-4.23781867656891,-1.0594546691422275
2.0,-4.243253937477082,0.0027875657792771117,-1.0608134843692705,0.0006968914448192779,1.0,100.0,-4.242620258088311,-1.0606550645220778
2.1,-4.246663542437588,0.001492498925635027,-1.061665885609397,0.00037312473140875676,1.0,100.0,-4.246028648570613,-1.0615071621426533
2.2,-4.242237572311434,0.005623499775837483,-1.0605593930778585,0.0014058749439593708,1.0,100.0,-4.24845740773875,-1.0621143519346874
2.3,-4.251251919503197,0.0014318766392412935,-1.0628129798757993,0.00035796915981032337,1.9404253814134291,51.53509171641468,-4.250195398965033,-1.0625488497412583
2.4,-4.251918269461768,0.001193340067478619,-1.062979567365442,0.00029833501686965476,1.0,100.0,-4.251444898596698,-1.0628612246491744
2.5,-4.2504809790534175,0.0012256813451499724,-1.0626202447633544,0.0003064203362874931,1.0,100.0,-4.25234795117206,-1.063086987793015
2.6,-4.252111392140523,0.001193678832506408,-1.0630278480351307,0.000298419708126602,1.0,100.0,-4.253004601235384,-1.063251150308846
2.7,-4.252379804654637,0.0012239418166079298,-1.0630949511636592,0.00030598545415198245,1.0,100.0,-4.253485524263033,-1.0633713810657583
2.8,-4.250228980876515,0.0014115587346104732,-1.0625572452191288,0.0003528896836526183,1.0,100.0,-4.2538407970180785,-1.0634601992545196
2.9,-4.252811260776866,0.001140298348999009,-1.0632028151942166,0.00028507458724975226,1.0,100.0,-4.2541060039668,-1.0635265009917
3.0,-4.252667795487073,0.0011492080572389387,-1.0631669488717683,0.0002873020143097347,1.0,100.0,-4.254306501766005,-1.0635766254415013
3.1,-4.2538676950386645,0.001100022518616285,-1.0634669237596661,0.0002750056296540713,1.0,100.0,-4.254460406852969,-1.0636151017132423
3.2,-4.2531546754894105,0.0011408914071902262,-1.0632886688723526,0.00028522285179755655,1.0,100.0,-4.25458069519884,-1.06364517379971
3.3,-4.252373224438774,0.0011261125728667725,-1.0630933061096934,0.00028152814321669314,1.0,100.0,-4.254676682771894,-1.0636691706929735
3.4,-4.253659225468149,0.0011507356793704572,-1.0634148063670372,0.0002876839198426143,1.0,100.0,-4.254755072609696,-1.063688768152424
3.5,-4.252634286435984,0.001110451662625923,-1.063158571608996,0.00027761291565648076,1.0,100.0,-4.254820697595892,-1.063705174398973
3.6,-4.252804940223222,0.0011318250332734542,-1.0632012350558055,0.00028295625831836356,1.0,100.0,-4.2548770488886625,-1.0637192622221656
3.7,-4.251591352690595,0.001147402648865653,-1.0628978381726488,0.0002868506622164133,1.0,100.0,-4.2549266528828955,-1.0637316632207239
3.8,-4.2552042119206455,0.0010509619550273153,-1.0638010529801614,0.0002627404887568288,1.0,100.0,-4.254971340814786,-1.0637428352036964
3.9,-4.254396289964421,0.0010605821812390368,-1.0635990724911053,0.0002651455453097592,1.0010342540197432,99.89668145564549,-4.255012442051199,-1.0637531105127997
4.0,-4.254206904739064,0.0010843634745957421,-1.063551726184766,0.00027109086864893553,1.0034497850447572,99.65620750572951,-4.255050922980395,-1.0637627307450988
4.1,-4.252307448163946,0.0011150293446460428,-1.0630768620409865,0.0002787573361615107,1.0,100.0,-4.255087487025313,-1.0637718717563283
4.2,-4.252479194345325,0.001092875018195551,-1.0631197985863312,0.00027321875454888777,1.0,100.0,-4.255122646803982,-1.0637806617009955
4.3,-4.250679861046435,0.0011139630837943939,-1.0626699652616087,0.00027849077094859847,1.0,100.0,-4.255156776289337,-1.0637891940723343
4.4,-4.251945033883287,0.0011120913150098606,-1.0629862584708218,0.00027802282875246515,1.0,100.0,-4.255190148576271,-1.0637975371440678
4.5,-4.252778369129867,0.001087918337713509,-1.0631945922824668,0.00027197958442837727,1.0,100.0,-4.255222963270493,-1.0638057408176234
4.6,-4.253109608978175,0.0010857249946304452,-1.0632774022445437,0.0002714312486576113,1.0,100.0,-4.255255366380252,-1.063813841595063
4.7,-4.252140477146455,0.001096493578015965,-1.0630351192866137,0.00027412339450399125,1.0,100.0,-4.255287464782571,-1.0638218661956427
4.8,-4.25438511667999,0.0010693520273435799,-1.0635962791699975,0.00026733800683589496,1.2945145253798973,77.24903663839021,-4.255319336757087,-1.0638298341892718
4.9,-4.2509292298183095,0.0011091413113567482,-1.0627323074545774,0.00027728532783918706,1.0,100.0,-4.255351039665304,-1.063837759916326
5.0,-4.251770331643388,0.0010933103767429406,-1.062942582910847,0.00027332759418573514,1.0,100.0,-4.255382615554881,-1.0638456538887202
5.1,-4.25325704439493,0.0010614330110298093,-1.0633142610987325,0.00026535825275745233,1.0,100.0,-4.255414095253698,-1.0638535238134246
5.2,-4.252938718575816,0.0010673856756201797,-1.063234679643954,0.00026684641890504493,1.0,100.0,-4.25544550136341,-1.0638613753408526
5.3,-4.250249052651712,0.001101838441771853,-1.062562263162928,0.00027545961044296325,1.0,100.0,-4.255476850450227,-1.0638692126125568
