beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples,ed_energy,ed_energy_per_site
0.1,-0.6193745994177038,0.15385292058318478,-0.15484364985442595,0.038463230145796196,1.0591068361213074,94.419180945166,-0.5011714752382909,-0.12529286880957272
0.2,-1.1369733493155807,0.16381409581274906,-0.2842433373288952,0.040953523953187264,1.0,100.0,-1.0075871741706095,-0.2518967935426524
0.3,-1.4544446060712548,0.15670144512373346,-0.3636111515178137,0.039175361280933366,1.0,100.0,-1.5166432902331897,-0.3791608225582974
0.4,-1.9903240523321477,0.14138455368562428,-0.4975810130830369,0.03534613842140607,1.218155555506851,82.09132203841727,-2.0145744147982128,-0.5036436036995532
0.5,-2.7072528695231224,0.12909161449521941,-0.6768132173807806,0.032272903623804854,1.0,100.0,-2.4798563756036702,-0.6199640939009176
0.6,-3.021461855960664,0.11555630642423964,-0.755365463990166,0.02888907660605991,1.0,100.0,-2.8912438251675274,-0.7228109562918819
0.7,-3.1410035498426203,0.11708815776749257,-0.7852508874606551,0.029272039441873142,1.0,100.0,-3.2352245388139744,-0.8088061347034936
0.8,-3.5134187507474524,0.09637425585598007,-0.8783546876868631,0.024093563963995018,1.0,100.0,-3.508830278949203,-0.8772075697373007
0.9,-3.776169237899444,0.07082016064365168,-0.944042309474861,0.01770504016091292,1.0,100.0,-3.717756125953964,-0.929439031488491
1.0,-3.853368998424064,0.06422898173133887,-0.963342249606016,0.016057245432834717,1.0,100.0,-3.8724175064729884,-0.9681043766182471
1.1,-4.065732912211491,0.02922370267616744,-1.0164332280528727,0.00730592566904186,1.0,100.0,-3.9843965186333197,-0.9960991296583299
1.2,-4.047835365715307,0.034344790137842224,-1.0119588414288267,0.008586197534460556,1.0209041406424977,97.95238947416338,-4.064270327164289,-1.0160675817910723
1.3,-4.098289566479337,0.03444704240685206,-1.0245723916198342,0.008611760601713016,1.2883517500869752,77.61855408916789,-4.120712479631102,-1.0301781199077755
1.4,-4.153792817287518,0.028004198497541676,-1.0384482043218795,0.007001049624385419,1.0,100.0,-4.160387088937734,-1.0400967722344334
1.5,-4.20442338874915,0.009525894663862961,-1.0511058471872874,0.0023814736659657403,1.0,100.0,-4.1882098363860205,-1.0470524590965051
1.6,-4.2190469819376695,0.006957588922280279,-1.0547617454844174,0.0017393972305700697,1.0,100.0,-4.207715028371957,-1.0519287570929892
1.7,-4.214193199674798,0.017083338148117543,-1.0535482999186996,0.004270834537029386,1.003585201359008,99.64276063914123,-4.22140399141538,-1.055350997853845
1.8,-4.24289868968711,0.0024256950392068954,-1.0607246724217776,0.0006064237598017238,1.10595346472582,90.41971763684585,-4.2310306246227976,-1.0577576561556994
1.9,-4.241725606376242,0.0029517748410175016,-1.0604314015940606,0.0007379437102543754,2.1245381108983397,47.06905443918632,-4.23781867656891,-1.0594546691422275
2.0,-4.242989142291447,0.002972116929124622,-1.0607472855728617,0.0007430292322811555,1.0,100.0,-4.242620258088311,-1.0606550645220778
2.1,-4.246569832665441,0.001664534920462211,-1.0616424581663602,0.00041613373011555277,1.0,100.0,-4.246028648570613,-1.0615071621426533
2.2,-4.242392066816965,0.0056298953457012395,-1.0605980167042413,0.0014074738364253099,1.0,100.0,-4.24845740773875,-1.0621143519346874
2.3,-4.244302487835621,0.005915087359204367,-1.0610756219589053,0.0014787718398010918,1.0,100.0,-4.250195398965033,-1.0625488497412583
2.4,-4.250088539523409,0.0032898886778073267,-1.0625221348808522,0.0008224721694518317,1.0,100.0,-4.251444898596698,-1.0628612246491744
2.5,-4.249650027377605,0.0025733196947565823,-1.0624125068444012,0.0006433299236891456,1.0,100.0,-4.25234795117206,-1.063086987793015
2.6,-4.252940216927746,0.0012677759195005218,-1.0632350542319364,0.00031694397987513045,1.0,100.0,-4.253004601235384,-1.063251150308846
2.7,-4.252860514066433,0.0012552370283840312,-1.0632151285166083,0.0003138092570960078,1.0,100.0,-4.253485524263033,-1.0633713810657583
2.8,-4.251650365379186,0.00148966521327595,-1.0629125913447965,0.0003724163033189875,1.0,100.0,-4.2538407970180785,-1.0634601992545196
2.9,-4.254064286804694,0.00125671885692973,-1.0635160717011736,0.0003141797142324325,1.0,100.0,-4.2541060039668,-1.0635265009917
3.0,-4.253869450949218,0.001260223160804333,-1.0634673627373046,0.00031505579020108324,1.0,100.0,-4.254306501766005,-1.0635766254415013
3.1,-4.255426203284861,0.0012476506398012275,-1.0638565508212152,0.0003119126599503069,1.0,100.0,-4.254460406852969,-1.0636151017132423
3.2,-4.254434895891465,0.0012656560339338399,-1.0636087239728662,0.00031641400848345997,1.1986034548133249,83.43042863627853,-4.25458069519884,-1.06364517379971
3.3,-4.25376842859784,0.0012645122225908904,-1.06344210714946,0.0003161280556477226,1.0,100.0,-4.254676682771894,-1.0636691706929735
3.4,-4.2549189453804805,0.0012542324184743499,-1.0637297363451201,0.00031355810461858747,1.0,100.0,-4.254755072609696,-1.063688768152424
3.5,-4.2546443444885265,0.001261623320626713,-1.0636610861221316,0.00031540583015667826,1.0,100.0,-4.254820697595892,-1.063705174398973
3.6,-4.254978582966853,0.001265340705413394,-1.0637446457417132,0.0003163351763533485,1.027954631668067,97.28055783719707,-4.2548770488886625,-1.0637192622221656
3.7,-4.252908385602218,0.0012608476159776598,-1.0632270964005546,0.00031521190399441494,1.0,100.0,-4.2549266528828955,-1.0637316632207239
3.8,-4.25719215276411,0.001216753486351737,-1.0642980381910274,0.00030418837158793425,1.0,100.0,-4.254971340814786,-1.0637428352036964
3.9,-4.256797924424975,0.0012270326912056041,-1.0641994811062438,0.00030675817280140103,1.0,100.0,-4.255012442051199,-1.0637531105127997
4.0,-4.2562848013090875,0.001276665577654425,-1.0640712003272719,0.0003191663944136062,1.0536479455460839,94.9083613959614,-4.255050922980395,-1.0637627307450988
4.1,-4.254339220362409,0.0012623256378576373,-1.0635848050906023,0.0003155814094644093,1.0,100.0,-4.255087487025313,-1.0637718717563283
4.2,-4.254372813596225,0.0012628512176977565,-1.0635932033990563,0.0003157128044244391,1.0,100.0,-4.255122646803982,-1.0637806617009955
4.3,-4.25223291479829,0.0012539102967822555,-1.0630582286995724,0.00031347757419556387,1.0,100.0,-4.255156776289337,-1.0637891940723343
4.4,-4.254079627816252,0.0012707002934814367,-1.063519906954063,0.00031767507337035917,1.1630274394450468,85.9824941428005,-4.255190148576271,-1.0637975371440678
4.5,-4.255628325831596,0.0012909302844776142,-1.063907081457899,0.00032273257111940356,1.0580766706067926,94.51110942900893,-4.255222963270493,-1.0638057408176234
4.6,-4.255119591372357,0.0012717487545879373,-1.0637798978430892,0.00031793718864698433,1.007346832147997,99.27067501345776,-4.255255366380252,-1.063813841595063
4.7,-4.254792031005881,0.0012721955793768744,-1.0636980077514702,0.0003180488948442186,1.2197330561239028,81.98515199529183,-4.255287464782571,-1.0638218661956427
4.8,-4.258117957610628,0.0012006766231076895,-1.064529489402657,0.00030016915577692237,1.0,100.0,-4.255319336757087,-1.0638298341892718
4.9,-4.253047236125694,0.001262767433900995,-1.0632618090314234,0.00031569185847524873,1.0,100.0,-4.255351039665304,-1.063837759916326
