beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples
0.1,-5.622444215417773,0.5608162602368993,-0.15617900598382703,0.015578229451024982,1.13353367870946,88.21969905106926
0.2,-14.194577977299087,0.63524484037183,-0.39429383270275237,0.01764569001032861,1.4755829314565994,67.76982700747732
0.3,-22.206735563379794,0.595814852048031,-0.6168537656494386,0.01655041255688975,1.0,100.0
0.4,-30.835879979951304,0.6936074269349455,-0.856552221665314,0.019266872970415152,1.0,100.0
0.5,-41.63136573857923,0.6688535027599383,-1.1564268260716453,0.018579263965553837,1.0,100.0
0.6,-50.13942336079124,0.6963451156578655,-1.3927617600219793,0.019342919879385148,1.2103979069837276,82.61745945116243
0.7,-56.005681533849796,0.3744623156890586,-1.5557133759402715,0.010401730991362738,1.0420107194313204,95.96830256657553
0.8,-58.86855286329159,0.20365399171668894,-1.6352375795358776,0.0056570553254635825,1.0,100.0
0.9,-59.657701067963046,0.19080477556249947,-1.6571583629989732,0.005300132654513876,1.0,100.0
1.0,-60.577198318695224,0.0887976013147702,-1.6826999532970897,0.002466600036521397,1.5960797929003117,62.65350920725918
1.1,-61.04133893962448,0.04386738706987415,-1.6955927483229019,0.0012185385297187267,1.0,100.0
1.2,-61.07667293478902,0.0625417009872146,-1.6965742481885844,0.0017372694718670732,1.0,100.0
1.3,-61.24697454660453,0.03857031025956504,-1.701304848516792,0.00107139750721014,1.0,100.0
1.4,-61.342337855170356,0.009306564621698892,-1.7039538293102878,0.00025851568393607885,1.0,100.0
1.5,-61.35798952847302,0.010326320626498861,-1.7043885980131395,0.0002868422396249696,1.0,100.0
1.6,-61.38166365013717,0.00713730212176839,-1.7050462125038097,0.00019825839227134565,1.0,100.0
1.7,-61.39214916476737,0.00533466659906102,-1.7053374767990936,0.00014818518330725027,1.0,100.0
1.8,-61.401798640827145,0.0034477135619793257,-1.7056055178007543,9.57698211660923e-5,1.0,100.0
1.9,-61.4050003010102,0.0027502931807373843,-1.7056944528058389,7.639703279826025e-5,1.0,100.0
2.0,-61.41212864122872,0.0014127378396257997,-1.705892462256353,3.924271776738556e-5,1.0,100.0
2.1,-61.4150058219062,0.0009402056457358242,-1.7059723839418388,2.6116823492662995e-5,1.0,100.0
2.2,-61.416481645987616,0.0007276681929627304,-1.706013379055211,2.021300536007534e-5,1.0,100.0
2.3,-61.41724350303132,0.0005490335081883816,-1.7060345417508702,1.525093078300848e-5,1.280916503953802,78.06910106266118
2.4,-61.41877419292126,0.00018466578964922877,-1.7060770609144793,5.129605268033464e-6,1.0,100.0
2.5,-61.41895750071278,0.00019459372333970157,-1.7060821527975774,5.405381203880414e-6,1.0,100.0
2.6,-61.41901454187505,0.000325566998736203,-1.7060837372743072,9.043527742672067e-6,1.0,100.0
2.7,-61.41947174392255,7.729632877381877e-5,-1.7060964373311822,2.1471202437198933e-6,2.080268080715153,48.0707274831723
2.8,-61.41946997997177,7.624299655792234e-5,-1.706096388332549,2.117861015500062e-6,1.0644979589102097,93.94099740912232
2.9,-61.41958169183392,5.068577295633445e-5,-1.7060994914398313,1.4079381376778337e-6,1.0,100.0
3.0,-61.419649270936176,3.4595268260130916e-5,-1.7061013686371167,9.609796738933545e-7,1.0055120400917634,99.45181759422191
3.1,-61.41970964124803,2.0836530864604322e-5,-1.7061030455902229,5.787925240154832e-7,1.0383644066749689,96.30530414675724
3.2,-61.419742731214335,1.2210945686520695e-5,-1.7061039647559537,3.391929357353477e-7,1.0,100.0
3.3,-61.419773265769685,5.0257037194169135e-6,-1.7061048129380467,1.396028810958468e-7,1.0,100.0
3.4,-61.41978346001006,1.4301429334721015e-6,-1.7061050961113906,3.9726192595492554e-8,1.0,100.0
3.5,-61.41978554688015,2.2861654329325627e-6,-1.7061051540800043,6.350459535740505e-8,1.0,100.0
3.6,-61.41978159183304,5.774830812877354e-6,-1.7061050442175847,1.6041196702720551e-7,1.0114741169046506,98.86560449616209
3.7,-61.41979155242462,1.0440584121227291e-6,-1.7061053209006842,2.9001622559717607e-8,1.0,100.0
3.8,-61.41978993999719,1.556957017793959e-6,-1.7061052761110331,4.324880605038426e-8,1.0,100.0
3.9,-61.41979297016523,8.877019370951422e-7,-1.7061053602823675,2.465838714131102e-8,1.3869354033155763,72.10141132812838
4.0,-61.419794952547235,3.1990858114557256e-7,-1.7061054153485344,8.886349477144728e-9,1.0,100.0
4.1,-61.41979518748738,2.9213407622913255e-7,-1.7061054218746492,8.114835450336168e-9,1.0,100.0
4.2,-61.41979545161056,2.3443417330812887e-7,-1.7061054292114044,6.5120603699241034e-9,1.0,100.0
4.3,-61.419795759323854,1.5844614815106994e-7,-1.7061054377589957,4.4012818940748256e-9,1.0,100.0
4.4,-61.41979594092841,1.2133812971708493e-7,-1.7061054428035662,3.3705036030647797e-9,1.0,100.0
4.5,-61.41979600746287,1.0015046121928801e-7,-1.7061054446517463,2.7819572559581196e-9,1.1443329193321627,87.38715657883931
4.6,-61.41979612339917,6.623490268919284e-8,-1.706105447872199,1.839858407705084e-9,1.0,100.0
4.7,-61.41979629269965,2.756074979141287e-8,-1.7061054525749895,7.655763830111635e-10,1.0920772281703972,91.56861568071902
4.8,-61.41979632898417,1.8589128773619265e-8,-1.7061054535828937,5.16364686630937e-10,1.0222805321242736,97.82050705025408
4.9,-61.419796361260715,8.906425760519183e-9,-1.7061054544794643,2.474007154780593e-10,1.1030926193229889,90.65421910027275
5.0,-61.419796372063466,6.129844182014007e-9,-1.7061054547795405,1.7027344966801953e-10,1.0,100.0
5.1,-61.41979638228418,4.234089357261055e-9,-1.7061054550634496,1.17613593866894e-10,1.0,100.0
5.2,-61.419796382579754,4.709923372980057e-9,-1.70610545507166,1.3083120564037753e-10,1.0,100.0
5.3,-61.419796389976085,2.530301685274873e-9,-1.7061054552771138,7.028615744256416e-11,1.0,100.0
5.4,-61.41979639185485,2.0745876313366254e-9,-1.7061054553293016,5.762743471895606e-11,1.0295268282570427,97.13200011436024
5.5,-61.41979639564529,9.288694180005135e-10,-1.7061054554345916,2.5801926579965083e-11,1.0,100.0
5.6,-61.41979639424415,2.2180726918334352e-9,-1.7061054553956712,6.161313020117014e-11,1.0,100.0
5.7,-61.41979639656821,7.644814122074192e-10,-1.706105455460228,2.123559581172588e-11,1.0,100.0
5.8,-61.4197963982292,3.3074404237013813e-10,-1.706105455506367,9.18733545054134e-12,1.1307357921029453,88.43798940335986
5.9,-61.419796398391775,2.7098730689362125e-10,-1.7061054555108828,7.527426515444134e-12,1.0,100.0
6.0,-61.41979639838576,2.9703762346738633e-10,-1.7061054555107156,8.251044709302574e-12,1.0,100.0
6.1,-61.41979639857213,2.2230663015253338e-10,-1.706105455515893,6.175182503076454e-12,1.0,100.0
6.2,-61.4197963988032,1.429268053981668e-10,-1.7061054555223112,3.97018860215865e-12,1.0,100.0
6.3,-61.419796398742456,1.3445653537414446e-10,-1.7061054555206239,3.7349044855984765e-12,1.0,100.0
6.4,-61.419796399057425,5.7455477799592815e-11,-1.7061054555293733,1.5959870361350333e-12,1.0,100.0
6.5,-61.41979639909632,4.049700484323493e-11,-1.706105455530454,1.1249194779620826e-12,1.3673790942057762,73.13260852366889
6.6,-61.41979639915153,2.969802673065252e-11,-1.7061054555319861,8.249453516400519e-13,1.0,100.0
6.7,-61.41979639915906,1.548967420624391e-11,-1.706105455532196,4.3026930630096637e-13,1.0,100.0
6.8,-61.41979639914614,2.127125388999848e-11,-1.7061054555318373,5.908670482304026e-13,1.0,100.0
6.9,-61.41979639912474,1.7289556903052405e-11,-1.7061054555312432,4.802633009291588e-13,1.0,100.0
7.0,-61.41979639914245,1.6324445720249697e-11,-1.706105455531735,4.5345638949452774e-13,1.0,100.0
7.1,-61.41979639916153,9.862219520123101e-12,-1.7061054555322643,2.739498201420213e-13,1.0,100.0
7.2,-61.4197963991454,8.46044936735445e-12,-1.7061054555318165,2.350121239541711e-13,1.3563038056194014,73.72979386010914
7.3,-61.41979639915784,5.56311456533998e-12,-1.7061054555321622,1.5453099345628774e-13,1.0,100.0
7.4,-61.419796399153135,6.8422840851439535e-12,-1.7061054555320316,1.9006404931465402e-13,1.0,100.0
7.5,-61.41979639915539,4.081823800562018e-12,-1.7061054555320938,1.1338413988623406e-13,1.3516173785109697,73.98543521996332
7.6,-61.41979639915201,3.6453639096451295e-12,-1.7061054555319999,1.0126133968562421e-13,1.2574250469003734,79.52760305396005
7.7,-61.41979639915685,2.5422152734325276e-12,-1.7061054555321349,7.06146121518663e-14,1.379655740183126,72.48184970167028
7.8,-61.41979639915157,2.836956258909286e-12,-1.7061054555319881,7.880490281993853e-14,1.0,100.0
7.9,-61.41979639915039,2.0252356882160794e-12,-1.7061054555319555,5.625593862265612e-14,1.0,100.0
8.0,-61.419796399154365,1.286462106347883e-12,-1.706105455532066,3.5737386511553273e-14,1.546186828049985,64.67523729077273
8.1,-61.419796399152794,1.384609012613015e-12,-1.7061054555320223,3.846192940156343e-14,1.0,100.0
8.2,-61.41979639915218,9.40548156628609e-13,-1.706105455532005,2.6125611575958245e-14,1.0,100.0
8.3,-61.41979639915151,7.792119844561725e-13,-1.7061054555319866,2.1640326581638762e-14,1.145806287792403,87.27478725279782
8.4,-61.41979639915032,1.1553213789498795e-12,-1.7061054555319533,3.209576982038986e-14,1.017397815243049,98.28996927432041
8.5,-61.4197963991506,7.046616482079975e-13,-1.7061054555319608,1.9575562600460276e-14,1.0,100.0
8.6,-61.41979639915144,5.422845102160896e-13,-1.7061054555319846,1.5062985863030283e-14,1.0,100.0
8.7,-61.419796399150755,5.007648119325974e-13,-1.7061054555319652,1.3911232014917644e-14,1.0,100.0
8.8,-61.41979639915123,3.277684216899658e-13,-1.7061054555319783,9.103877215070618e-15,1.0,100.0
8.9,-61.419796399151465,3.5265893713676283e-13,-1.7061054555319854,9.795914402305109e-15,1.0,100.0
