beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples,ed_energy,ed_energy_per_site
0.1,-0.619374599417704,0.15385292058318478,-0.154843649854426,0.038463230145796196,1.0591068361213076,94.41918094516598,-0.5011714752382909,-0.12529286880957272
0.2,-1.1369733493155558,0.16381409581275108,-0.28424333732888896,0.04095352395318777,1.0,100.0,-1.0075871741706095,-0.2518967935426524
0.3,-1.454444606055505,0.15670144512326634,-0.36361115151387624,0.039175361280816584,1.0,100.0,-1.5166432902331897,-0.3791608225582974
0.4,-1.9903240522805326,0.14138455368082783,-0.49758101307013314,0.03534613842020696,1.2181555556049946,82.0913220318034,-2.0145744147982128,-0.5036436036995532
0.5,-2.707252869958259,0.12909161449303752,-0.6768132174895648,0.03227290362325938,1.0,100.0,-2.4798563756036702,-0.6199640939009176
0.6,-3.021461856316563,0.1155563063355006,-0.7553654640791407,0.02888907658387515,1.0,100.0,-2.8912438251675274,-0.7228109562918819
0.7,-3.141003543350988,0.11708815776102074,-0.785250885837747,0.029272039440255186,1.0,100.0,-3.2352245388139744,-0.8088061347034936
0.8,-3.513418750447599,0.09637425524125494,-0.8783546876118997,0.024093563810313735,1.0,100.0,-3.508830278949203,-0.8772075697373007
0.9,-3.7761692474656248,0.07082015971102644,-0.9440423118664062,0.01770503992775661,1.0,100.0,-3.717756125953964,-0.929439031488491
1.0,-3.853369001479857,0.0642289793090556,-0.9633422503699642,0.0160572448272639,1.0,100.0,-3.8724175064729884,-0.9681043766182471
1.1,-4.065732866386242,0.02922370036751255,-1.0164332165965606,0.0073059250918781375,1.0,100.0,-3.9843965186333197,-0.9960991296583299
1.2,-4.047835417198779,0.034344774208402346,-1.0119588542996947,0.008586193552100586,1.0209036762728072,97.95243402892584,-4.064270327164289,-1.0160675817910723
1.3,-4.098289474847607,0.0344470430881932,-1.0245723687119017,0.0086117607720483,1.2883520861907443,77.61853384013126,-4.120712479631102,-1.0301781199077755
1.4,-4.153789452944935,0.028004149508582543,-1.0384473632362337,0.007001037377145636,1.0,100.0,-4.160387088937734,-1.0400967722344334
1.5,-4.204413834731502,0.009526057488680354,-1.0511034586828756,0.0023815143721700885,1.0,100.0,-4.1882098363860205,-1.0470524590965051
1.6,-4.219006410343585,0.006957334170218608,-1.0547516025858963,0.001739333542554652,1.0,100.0,-4.207715028371957,-1.0519287570929892
1.7,-4.2140937424485045,0.017080932537492967,-1.0535234356121261,0.004270233134373242,1.0034332734031743,99.65784736323022,-4.22140399141538,-1.055350997853845
1.8,-4.24274250381993,0.002584127935908096,-1.0606856259549824,0.000646031983977024,1.0,100.0,-4.2310306246227976,-1.0577576561556994
1.9,-4.241517808805639,0.002953330159745546,-1.0603794522014098,0.0007383325399363865,2.1257338829347088,47.042577061407016,-4.23781867656891,-1.0594546691422275
2.0,-4.2426814545183245,0.0029657837745285043,-1.0606703636295811,0.0007414459436321261,1.0,100.0,-4.242620258088311,-1.0606550645220778
2.1,-4.24620160241432,0.0016775201007338824,-1.06155040060358,0.0004193800251834706,1.0,100.0,-4.246028648570613,-1.0615071621426533
2.2,-4.241986080301359,0.0056297090717119,-1.0604965200753398,0.001407427267927975,1.0,100.0,-4.24845740773875,-1.0621143519346874
2.3,-4.243830938572467,0.005910137851619415,-1.0609577346431167,0.0014775344629048537,1.0,100.0,-4.250195398965033,-1.0625488497412583
2.4,-4.2495514671110115,0.0032891164916466252,-1.0623878667777529,0.0008222791229116563,1.0,100.0,-4.251444898596698,-1.0628612246491744
2.5,-4.249055670141979,0.0025740790704157903,-1.0622639175354947,0.0006435197676039476,1.0,100.0,-4.25234795117206,-1.063086987793015
2.6,-4.252306055119675,0.0012754014759949338,-1.0630765137799187,0.00031885036899873345,1.0,100.0,-4.253004601235384,-1.063251150308846
2.7,-4.25217728593181,0.0012665917141141485,-1.0630443214829526,0.00031664792852853713,1.0,100.0,-4.253485524263033,-1.0633713810657583
2.8,-4.250891459358935,0.0014989558075509785,-1.0627228648397338,0.00037473895188774463,1.0,100.0,-4.2538407970180785,-1.0634601992545196
2.9,-4.253251805239803,0.0012617480223328687,-1.0633129513099508,0.00031543700558321717,1.0,100.0,-4.2541060039668,-1.0635265009917
3.0,-4.2530060722545,0.0012690251734513032,-1.063251518063625,0.0003172562933628258,1.0,100.0,-4.254306501766005,-1.0635766254415013
3.1,-4.254493922323642,0.001245104578978193,-1.0636234805809106,0.00031127614474454825,1.0,100.0,-4.254460406852969,-1.0636151017132423
3.2,-4.253444839262274,0.0012657194486617618,-1.0633612098155685,0.00031642986216544046,1.0,100.0,-4.25458069519884,-1.06364517379971
3.3,-4.252711750952066,0.0012751991619601043,-1.0631779377380166,0.00031879979049002607,1.0,100.0,-4.254676682771894,-1.0636691706929735
