distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.0000000000000093,9.325873406851315e-15,9.325873406851315e-15
2,0.14865088937534013,0.14865088937511758,2.2254420528611263e-13,1.497092995684631e-12
3,0.04874348196120343,0.04874348196479943,3.596005437866978e-12,7.377407795218978e-11
4,0.02209708691207961,0.022097086885000245,2.7079366526905346e-11,1.2254722368902897e-09
5,0.011962790249769765,0.011962790372357238,1.2258747315863072e-10,1.0247398023298957e-08
6,0.007245761944783737,0.007245761589329105,3.554546318743079e-10,4.905690175623305e-08
7,0.004742205719235527,0.0047422063674994255,6.482638982910349e-10,1.3670092287677874e-07
8,0.0032847516220848223,0.003284750962892736,6.59192086333027e-10,2.0068247532050525e-07
9,0.002375927033702164,0.0023759272220941555,1.8839199167688947e-10,7.929199382160214e-08
10,0.0017782794100389228,0.0017782796587947054,2.487557826825332e-10,1.398856564824582e-07
11,0.001368264678315456,0.0013682645830018728,9.531358319790628e-11,6.96601941922903e-08
12,0.0010770889572940968,0.0010770888023412064,1.549528903625752e-10,1.4386266734351604e-07
13,0.0008642826227200463,0.0008642826078015525,1.4918493740703753e-11,1.7261128881375265e-08
14,0.0007049330977651856,0.0007049331788973809,8.113219525460874e-11,1.1509204988646172e-07
15,0.0005831080507453127,0.0005831081197146128,6.896930010609481e-11,1.1827876500408482e-07
16,0.00048828125,0.0004882812583934918,8.393491847738521e-12,1.718987130416849e-08
17,0.00041330005798268486,0.0004133000217969214,3.6185763478517596e-11,8.755325042812744e-08
18,0.00035318366665074033,0.0003531836236001362,4.305060415142961e-11,1.218929645294212e-07
19,0.00030438804926809216,0.00030438802574705927,2.3521032886143767e-11,7.72731811997896e-08
20,0.00026434281586014104,0.0002643428177174914,1.8573503737621955e-12,7.026294123858034e-09
21,0.00023115161893187263,0.0002311516376310452,1.8699172581442686e-11,8.089570243050687e-08
22,0.0002033937613324562,0.00020339378398629763,2.2653841422106552e-11,1.1137923441554254e-07
23,0.00017999003066448938,0.00017999004725388387,1.6589394490279866e-11,9.216840748920891e-08
24,0.00016011023143812524,0.00016011023757297262,6.134847377282579e-12,3.83163981600601e-08
25,0.00014310835055998653,0.00014310834690118134,3.658805192412878e-12,2.5566678520826232e-08
26,0.00012847638053898645,0.00012847637069985052,9.839135935033397e-12,7.65832279346295e-08
27,0.00011581095650839697,0.00011581094486381903,1.1644577947830977e-11,1.0054815450027543e-07
28,0.00010478893193290843,0.00010478892207840361,9.85450482608903e-12,9.404146644417007e-08
29,9.514927988462354e-05,9.514927391990429e-05,5.96471925128593e-12,6.268801254742706e-08
30,8.66795303452117e-05,8.667952882982044e-05,1.5153912602842642e-12,1.748268886839875e-08
31,7.92055003783212e-05,7.920550269054182e-05,2.312220618964911e-12,2.9192677376201175e-08
32,7.25834420778028e-05,7.258344692376985e-05,4.845967052115319e-12,6.676408438884568e-08
33,6.669398466562124e-05,6.669399055984359e-05,5.8942223524942675e-12,8.83771209959294e-08
34,6.143742119800576e-05,6.143742681998731e-05,5.62198155867541e-12,9.150744691181631e-08
35,5.6730012340473174e-05,5.673001673945515e-05,4.398981978920129e-12,7.754241181050725e-08
36,5.250106616047621e-05,5.25010688235823e-05,2.6631060909016596e-12,5.0724800192848195e-08
37,4.869061486110715e-05,4.869061568119706e-05,8.200899134043135e-13,1.6842874458325663e-08
38,4.524755423892675e-05,4.5247553423189365e-05,8.157373837828705e-13,1.802831992808766e-08
39,4.2128144429936165e-05,4.212814238518808e-05,2.044748085314272e-12,4.853639088507489e-08
40,3.929479467759173e-05,3.9294791898752756e-05,2.778838973976818e-12,7.071773747074649e-08
41,3.6715072828822024e-05,3.671506980680333e-05,3.02201869079163e-12,8.23100284965059e-08
42,3.436089373477257e-05,3.436089089114706e-05,2.843625515451271e-12,8.275761210988455e-08
43,3.220785090659961e-05,3.2207848555833216e-05,2.35076639144155e-12,7.298737187583857e-08
44,3.023466351546528e-05,3.023466185128608e-05,1.6641792009383389e-12,5.5042094319558e-08
45,2.8422716752936642e-05,2.842271585327868e-05,8.996579624667971e-13,3.165277866598886e-08
46,2.6755678136971087e-05,2.6755677981344948e-05,1.5562613928121229e-13,5.816564935656314e-09
47,2.5219175892585318e-05,2.52191763861701e-05,4.935847839118972e-13,1.9571804646361024e-08
48,2.380052830136886e-05,2.3800529301135574e-05,9.99766712966128e-13,4.200607231515224e-08
49,2.248851508355014e-05,2.2488516422965936e-05,1.3394157948021755e-12,5.955999272632851e-08
50,2.1273183587779955e-05,2.1273185097867187e-05,1.5100872314481161e-12,7.098548391767567e-08
51,2.014568392084333e-05,2.0145685446435303e-05,1.5255919730359623e-12,7.572798119092591e-08
52,1.9098128230844975e-05,1.9098129641723462e-05,1.4108784873365608e-12,7.387522328276556e-08
53,1.8123470223124363e-05,1.8123471420327395e-05,1.197203032104457e-12,6.605815648798343e-08
54,1.7215401684382046e-05,1.7215402602352634e-05,9.179705877816052e-13,5.332263542908765e-08
55,1.63682633528565e-05,1.6368263958299133e-05,6.054426335549024e-13,3.698881307706012e-08
56,1.5576967928518818e-05,1.557696821688419e-05,2.88365373788714e-13,1.8512291680383146e-08
57,1.4836933388705148e-05,1.4836933379176325e-05,9.528822501013445e-15,6.422366570889516e-10
58,1.4144025078272452e-05,1.4144024808015031e-05,2.7025742043308276e-13,1.9107532610942737e-08
59,1.3494505292537387e-05,1.3494504810832687e-05,4.817046995932595e-13,3.569635856600446e-08
60,1.2884989276452504e-05,1.2884988639179458e-05,6.372730458164807e-13,4.9458562373901696e-08
61,1.2312406733035988e-05,1.2312405997820295e-05,7.352156925123253e-13,5.971340197360716e-08
62,1.1773968074656286e-05,1.1773967296874908e-05,7.777813783245479e-13,6.605940948648728e-08
63,1.12671347677087e-05,1.1267133997429267e-05,7.702794328214805e-13,6.836515659944711e-08
64,1.0789593218788873e-05,1.0789592498638884e-05,7.201499884298317e-13,6.674486922971023e-08
65,1.033923173212081e-05,1.0339231096020132e-05,6.361006776785813e-13,6.152301197606514e-08
66,9.914120136529894e-06,9.914119609179473e-06,5.273504208183968e-13,5.3191852989082116e-08
67,9.512491737934205e-06,9.512491334931392e-06,4.0300281287011103e-13,4.236564130331952e-08
68,9.13272730201093e-06,9.132727030453334e-06,2.7155759567832737e-13,2.9734556469077236e-08
69,8.77334081289099e-06,8.773340672333493e-06,1.4055749599439175e-13,1.602097752635638e-08
70,8.432966788685358e-06,8.432966772325132e-06,1.636022622984821e-14,1.940032095442256e-09
71,8.110348964371309e-06,8.1103490603509e-06,9.597959024234236e-14,1.1834212148451299e-08
72,7.804330177908362e-06,7.80433037064491e-06,1.9273654836015914e-13,2.4696103825250312e-08
73,7.51384331710893e-06,7.513843588576293e-06,2.7146736295252227e-13,3.612896243582753e-08
74,7.237903203335731e-06,7.237903534244706e-06,3.3090897491090286e-13,4.571890029675955e-08
75,6.97559930401828e-06,6.975599674857056e-06,3.7083877635346596e-13,5.316228186155203e-08
76,6.7260891796754026e-06,6.7260895715873464e-06,3.91911943876781e-13,5.826743199615061e-08
77,6.488592582935514e-06,6.488592978424139e-06,3.95488625199857e-13,6.095137275839462e-08
78,6.262386137242792e-06,6.262386520703985e-06,3.834611927237808e-13,6.123244148796794e-08
79,6.046798531761851e-06,6.046798889851479e-06,3.5808962776061586e-13,5.921970541596324e-08
80,5.841206176645393e-06,5.841206498496162e-06,3.218507689975816e-13,5.5100052842582696e-08
81,5.645029269476762e-06,5.645029546782102e-06,2.773053401827958e-13,4.912380909736173e-08
82,5.457728229484779e-06,5.4577284564697265e-06,2.269849474597816e-13,4.1589639116422155e-08
83,5.278800461172313e-06,5.2788006344722435e-06,1.732999306531353e-13,3.282941492633138e-08
84,5.107777413405496e-06,5.107777531873309e-06,1.1846781354843926e-13,2.319361318242204e-08
85,4.944221903864541e-06,4.944221968325833e-06,6.44612926811684e-14,1.3037702177320089e-08
86,4.7877256821343866e-06,4.78772569510854e-06,1.2974153577925782e-14,2.7098782259684217e-09
87,4.637907207677644e-06,4.637907173080644e-06,3.4596999744229695e-14,7.459614475890641e-09
88,4.494409621538062e-06,4.494409544380732e-06,7.715733061415975e-14,1.7167400640210275e-08
89,4.356898892916898e-06,4.356898779009794e-06,1.1390710440438477e-13,2.6144077979309077e-08
90,4.2250621237874115e-06,4.2250619794614185e-06,1.4432599301057118e-13,3.415949606941995e-08
91,4.098605996498885e-06,4.098605828348351e-06,1.6815053361073909e-13,4.1026274239186885e-08
92,3.977255350901096e-06,3.9772551655543686e-06,1.8534672714941866e-13,4.6601666424919414e-08
93,3.860751878918791e-06,3.860751682839229e-06,1.960795620922079e-13,5.0787921172266645e-08
94,3.7488529257459447e-06,3.7488527250649405e-06,2.006810042036629e-13,5.353130895732099e-08
95,3.641330387930771e-06,3.6413301883130206e-06,1.996177504265124e-13,5.482000509707869e-08
96,3.537969699601434e-06,3.5379695061416235e-06,1.9345981073557827e-13,5.4681025322905466e-08
97,3.4385688989539476e-06,3.4385687161031923e-06,1.8285075525847016e-13,5.317641165023492e-08
98,3.34293776790048e-06,3.3429375994202125e-06,1.6848026744347919e-13,5.039886445427089e-08
99,3.2508970384694864e-06,3.2508968874100613e-06,1.5105942509707824e-13,4.646699766541872e-08
100,3.162277660168379e-06,3.162277528869374e-06,1.3129900532904393e-13,4.1520391135436465e-08
101,3.0769201230734517e-06,3.076920013182522e-06,1.098909298722305e-13,3.571458649451824e-08
102,2.9946738319078503e-06,2.9946737444149635e-06,8.749288677589598e-14,2.92161656617395e-08
103,2.915396526813165e-06,2.915396462097132e-06,6.471603318137392e-14,2.2198020950555e-08
104,2.8389537469193966e-06,2.8389537048037555e-06,4.211564111372039e-14,1.4834916264282533e-08
105,2.765218333176702e-06,2.765218312992243e-06,2.0184458860989917e-14,7.299408737031579e-09
106,2.6940699672349303e-06,2.694069967886369e-06,6.514386401731791e-16,2.4180464802173854e-10
107,2.625394743447398e-06,2.625394763482008e-06,2.0034609838774685e-14,7.631084768786921e-09
108,2.5590847713371197e-06,2.5590848090133984e-06,3.767627875672251e-14,1.4722559869338242e-08
109,2.4950378060998944e-06,2.4950378594546357e-06,5.335474129633641e-14,2.138434181874687e-08
110,2.4331569049319054e-06,2.4331569718443425e-06,6.691243704744936e-14,2.7500255701480122e-08
111,2.3733501071622796e-06,2.373350185414207e-06,7.825192757497396e-14,3.2971084771195717e-08
112,2.3155301363454723e-06,2.3155302236765427e-06,8.733107044868547e-14,3.7715367672354e-08
113,2.2596141226263094e-06,2.259614216783899e-06,9.415758976202989e-14,4.166976512458339e-08
114,2.2055233438336993e-06,2.205523442616974e-06,9.878327480346825e-14,4.478904069623699e-08
115,2.1531829838889143e-06,2.153183085186889e-06,1.0129797459288055e-13,4.704568787271573e-08
116,2.1025219072323146e-06,2.102522009055879e-06,1.0182356446588247e-13,4.8429252563612716e-08
117,2.053472448079566e-06,2.0534725485875714e-06,1.0050800540824982e-13,4.89453878488831e-08
118,2.005970213415917e-06,2.0059703109355365e-06,9.75196193837445e-14,4.861468965567577e-08
119,1.959953898725863e-06,1.9599539917675283e-06,9.304166535863676e-14,4.747135400435785e-08
120,1.915365115536385e-06,1.915365202803675e-06,8.726729013830664e-14,4.556169966260873e-08
121,1.8721482299256981e-06,1.8721483103206023e-06,8.039490420262663e-14,4.2942595526112455e-08
122,1.8302502112167254e-06,1.8302502838407391e-06,7.262401366858653e-14,3.967982804947039e-08
123,1.7896204901359564e-06,1.7896205542874915e-06,6.41515350616981e-14,3.584644644788603e-08
124,1.750210825774518e-06,1.750210880943112e-06,5.5168593954971006e-14,3.1521113423897e-08
125,1.7119751807396404e-06,1.7119752265974505e-06,4.585781001655855e-14,2.6786492311615276e-08
126,1.6748696039317149e-06,1.6748696403227647e-06,3.639104983134867e-14,2.1727691365298875e-08
127,1.6388521204252002e-06,1.6388521473528314e-06,2.69276311911157e-14,1.6430787656502728e-08
128,1.6038826279711046e-06,1.6038826455840572e-06,1.761295259521177e-14,1.0981447325414317e-08
129,1.569922799674967e-06,1.5699228082524858e-06,8.577518739160957e-15,5.463656391853679e-09
130,1.536935992437497e-06,1.536935992373822e-06,6.367485477689477e-17,4.142973753637581e-11
131,1.504887160775545e-06,1.5048871525641171e-06,8.211427922984096e-15,5.45650739604445e-09
132,1.4737427756691372e-06,1.4737427598868039e-06,1.5782333342902752e-14,1.0709014899657067e-08
133,1.443470748106092e-06,1.4434707253975725e-06,2.270851942326056e-14,1.573188750312766e-08
134,1.4140403570194946e-06,1.414040328082318e-06,2.893717662441153e-14,2.046418016343263e-08
135,1.3854221813351616e-06,1.3854221469052658e-06,3.4429895813845946e-14,2.4851555199343715e-08
136,1.3575880358663752e-06,1.3575879967045146e-06,3.9161860620275145e-14,2.8846645363431718e-08
137,1.3305109108117483e-06,1.3305108676908284e-06,4.3120919932554294e-14,3.240929449142668e-08
138,1.3041649146292152e-06,1.3041648683226477e-06,4.630656743673917e-14,3.550668087854864e-08
139,1.27852522007497e-06,1.2785251713461109e-06,4.872885910797958e-14,3.8113334287705506e-08
140,1.2535680132107846e-06,1.2535679628034912e-06,5.0407293432963075e-14,4.021105588348097e-08
141,1.2292704451966487e-06,1.2292703938269785e-06,5.136967024477678e-14,4.178874587402862e-08
142,1.205610586698164e-06,1.2056105350472116e-06,5.165095231062628e-14,4.284215225090553e-08
143,1.1825673847496828e-06,1.182567333457538e-06,5.1292144707246385e-14,4.337354925284324e-08
144,1.1601206219248847e-06,1.1601205715856772e-06,5.0339207442355116e-14,4.3391356459841014e-08
145,1.138250877676389e-06,1.1382508288343803e-06,4.8842008733689123e-14,4.290970443475044e-08
146,1.1169394917151985e-06,1.1169394448618634e-06,4.6853335039246584e-14,4.194796171751211e-08
147,1.0961685293092774e-06,1.0961684848813158e-06,4.442796165038583e-14,4.053022912305371e-08
148,1.0759207483884798e-06,1.0759207067666898e-06,4.162178998876856e-14,3.868481024379343e-08
149,1.0561795683503726e-06,1.0561795298593163e-06,3.849105626582889e-14,3.6443666796118165e-08
150,1.036929040468321e-06,1.0369290053767059e-06,3.509161510465819e-14,3.384186741342429e-08
151,1.0181538198095263e-06,1.018153788331229e-06,3.1478297277272825e-14,3.091703499493005e-08
152,9.998391385766006e-07,9.99839110872256e-07,2.7704344521880132e-14,2.770880179917824e-08
153,9.819707807917327e-07,9.819707569708146e-07,2.382091805201074e-14,2.4258275824464624e-08
154,9.645350582475995e-07,9.645350383709203e-07,1.98766792752097e-14,2.0607523910351517e-08
155,9.475187876539162e-07,9.475187717364742e-07,1.591744198013251e-14,1.6799077957646154e-08
156,9.30909268912942e-07,9.309092569270522e-07,1.1985889745178089e-14,1.287546503772002e-08
157,9.146942644613736e-07,9.14694256340014e-07,8.121359627449875e-15,8.878769598749168e-09
158,8.988619796199001e-07,8.988619752602193e-07,4.35968080297937e-15,4.8502227281021935e-09
159,8.834010438952697e-07,8.834010431621974e-07,7.330722874977595e-16,8.298295463466395e-10
160,8.683004931830677e-07,8.683004959129789e-07,2.729911167793594e-15,3.1439705369579173e-09
161,8.535497528225194e-07,8.535497588269063e-07,6.004386911277911e-15,7.034606818668269e-09
162,8.391386214575474e-07,8.391386305266581e-07,9.069110721363343e-15,1.0807643087158461e-08
163,8.250572556610379e-07,8.250572675674451e-07,1.1906407243902179e-14,1.4431007257020892e-08
164,8.112961552818129e-07,8.112961697838803e-07,1.450206739532511e-14,1.7875183187929263e-08
165,7.978461494761879e-07,7.97846166321407e-07,1.6845219190116773e-14,2.11133677854762e-08
166,7.846983833882199e-07,7.846984023163941e-07,1.8928174216094058e-14,2.4121591960422807e-08
167,7.718443054448388e-07,7.718443261910935e-07,2.0746254733805753e-14,2.6878807795114867e-08
168,7.592756552340013e-07,7.592756775316079e-07,2.2297606588130318e-14,2.9366945238430454e-08
169,7.46984451935842e-07,7.469844755188394e-07,2.3582997402676203e-14,3.1570934765188035e-08
170,7.349629832785014e-07,7.3496300788411e-07,2.4605608633193295e-14,3.34787046327603e-08
171,7.232037949919262e-07,7.232038203627468e-07,2.5370820632962554e-14,3.5081149751496795e-08
172,7.116996807344336e-07,7.116997066204274e-07,2.5885993800658263e-14,3.637207448785896e-08
173,7.004436724682534e-07,7.00443698628505e-07,2.6160251634034417e-14,3.7348116147369573e-08
174,6.894290312615821e-07,6.894290574658456e-07,2.620426357185287e-14,3.800864539153775e-08
175,6.786492384959308e-07,6.78649264525963e-07,2.603003217685533e-14,3.8355649281423904e-08
176,6.680979874587187e-07,6.68098013109405e-07,2.5650686247966005e-14,3.83935990370738e-08
177,6.577691753021602e-07,6.577692003824404e-07,2.508028017936221e-14,3.812930298511032e-08
178,6.476568953505318e-07,6.476569196841343e-07,2.4333602531028298e-14,3.757174934091948e-08
179,6.377554297388686e-07,6.377554531648611e-07,2.342599254024345e-14,3.6731937429110263e-08
180,6.280592423670622e-07,6.280592647402309e-07,2.237316870328898e-14,3.562270434707373e-08
181,6.185629721541822e-07,6.185629933452486e-07,2.1191066462759823e-14,3.425854345752491e-08
182,6.092614265786614e-07,6.092614464743495e-07,1.9895688070974626e-14,3.265542048624328e-08
183,6.001495754907393e-07,6.001495939937032e-07,1.8502963888330636e-14,3.083058731350573e-08
184,5.912225451842784e-07,5.912225622129043e-07,1.7028625963636326e-14,2.8802396157488663e-08
185,5.824756127157474e-07,5.8247562820384e-07,1.548809262587233e-14,2.6590113453265963e-08
186,5.739042004587937e-07,5.739042143551603e-07,1.3896366628479533e-14,2.4213739187429575e-08
187,5.655038708834376e-07,5.655038831513802e-07,1.2267942611009588e-14,2.1693826059659763e-08
188,5.572703215494806e-07,5.572703321662087e-07,1.0616728113302582e-14,1.9051307243104122e-08
189,5.49199380304257e-07,5.491993892602315e-07,8.955974436422717e-15,1.630732800801978e-08
190,5.412870006753615e-07,5.412870079735809e-07,7.298219467934369e-15,1.3483086530488284e-08
191,5.335292574494624e-07,5.335292631047014e-07,5.655239083386741e-15,1.0599679407314273e-08
192,5.259223424287582e-07,5.259223464667676e-07,4.038009453347709e-15,7.677957613855701e-09
193,5.184625603570607e-07,5.184625628137398e-07,2.4566790913165644e-15,4.738392468734233e-09
194,5.111463250078884e-07,5.111463259284361e-07,9.2054767790033e-16,1.800947464282607e-09
195,5.039701554273327e-07,5.039701548653881e-07,5.619446329771971e-16,1.1150355371752242e-09
196,4.969306723248208e-07,4.969306703415975e-07,1.983223249185195e-15,3.990945537547445e-09
197,4.900245946052312e-07,4.90024591268657e-07,3.3365742699463714e-15,6.808993480489177e-09
