block,m2,m4,R0,R2,C1
1,0.3235936684399843,0.12291930840422485,0.231,0.4767,8974.4759
2,0.3255050247088075,0.12324753888201104,0.2277,0.4881,9016.2701
3,0.32222935509085654,0.12131617961664265,0.2226,0.4768,8948.1545
4,0.31758953572064635,0.11799727161822621,0.2376,0.461,8898.0941
5,0.3291731500983238,0.1259329406653013,0.2174,0.4976,9060.1484
6,0.32306260905116796,0.12110639090362117,0.2283,0.4769,8989.1832
7,0.318644090873003,0.11938826891959398,0.2359,0.4685,8908.7862
8,0.3221017772644758,0.12116357552285374,0.2272,0.479,8980.8447
9,0.3254286404818296,0.12364064002965704,0.2297,0.4814,8993.8055
10,0.3309716581195593,0.12686256412727112,0.2159,0.4935,9098.0401
11,0.32276105286031964,0.12173419688049421,0.2257,0.4841,8973.8743
12,0.3264883115828037,0.12400799480277158,0.2237,0.4801,9035.2499
13,0.3260590753391385,0.12391234109007164,0.2297,0.482,8997.2037
14,0.3246192577987909,0.12309677402696152,0.23,0.4831,8997.0492
15,0.3351063951998949,0.1297012591075193,0.21,0.5035,9129.3854
16,0.3265685326769948,0.1246369567768715,0.2289,0.4822,9013.0087
17,0.3262396596223116,0.1243487388041128,0.2249,0.4823,9023.5451
18,0.3342438609242439,0.12895717184401276,0.2065,0.5007,9134.3775
19,0.3213092900171876,0.12031839621897077,0.225,0.4817,8970.1638
20,0.3246927764743566,0.12302134124412469,0.2217,0.4819,9003.3921
21,0.32586139264404773,0.12361630650797044,0.2245,0.4851,9029.1737
22,0.3320459099456668,0.12670026106326215,0.2101,0.4911,9125.8597
23,0.31981518286168575,0.11990191233834237,0.2288,0.472,8932.1404
24,0.323462976449728,0.12228560041524529,0.2267,0.4784,8985.2185
25,0.33199828628748657,0.12754610855318813,0.2171,0.4983,9094.9938
26,0.32499398182481526,0.1229679982453143,0.2279,0.4733,9016.3252
27,0.32020559826642275,0.12006319548812848,0.2316,0.4683,8925.9836
28,0.324952168892324,0.12351159135345333,0.2316,0.4811,8998.5401
29,0.32552012818455694,0.123228104062134,0.2241,0.4826,9011.2524
30,0.324890338344872,0.12296223466332949,0.2229,0.482,9004.1958
31,0.3239134553402662,0.12234918169169783,0.2262,0.4784,8999.9125
32,0.31890444846004246,0.11983315687059384,0.2342,0.4637,8911.2973
33,0.3201941089048982,0.12052185656406164,0.2359,0.4699,8934.626
34,0.3207847989752889,0.1206197527423617,0.2343,0.4679,8937.9287
35,0.32023076486736535,0.12055082086747607,0.2345,0.47,8922.1557
36,0.3250820095270872,0.12355903282022739,0.2261,0.4793,8989.8675
37,0.3227142048060894,0.12187169624257616,0.2331,0.4758,8949.3755
38,0.32293879549354315,0.12184149293860641,0.2273,0.4784,8967.8281
39,0.32341100507527587,0.1223804337930656,0.2316,0.4809,8991.4952
40,0.33139168302565813,0.1268954369883349,0.2082,0.4883,9107.7537
41,0.3261391773164272,0.12395370849136557,0.2205,0.4897,9024.5554
42,0.33162169141173364,0.1274427741237179,0.2167,0.5019,9104.8239
43,0.3220126258224249,0.12170226238045802,0.2306,0.4702,8940.3646
44,0.32371454737633465,0.1223233116567067,0.2259,0.4774,8981.5167
45,0.32599580817967655,0.12366234122023291,0.2211,0.487,9013.367
46,0.3344694093286991,0.12835209599092004,0.2027,0.5053,9164.142
47,0.3318862052127719,0.12732792467602325,0.2131,0.4958,9130.143
48,0.32344570852965115,0.12218266424943418,0.2241,0.4845,8978.6251
49,0.32660034376233815,0.12361249147194439,0.2185,0.4875,9033.7767
50,0.31799542607814074,0.11952641997746612,0.2496,0.4581,8874.2369
51,0.3183332102358341,0.11945103058488649,0.2411,0.4621,8884.3402
52,0.325628937138617,0.12357804766286376,0.2268,0.4806,9006.6079
53,0.3224329837560654,0.12098143493650973,0.2315,0.4671,8978.4294
54,0.3255118260204792,0.12373124056824739,0.2154,0.4955,9031.4271
55,0.32262283549010756,0.12200054309889703,0.2357,0.4779,8970.3468
56,0.32541979812681676,0.12354711139849471,0.2251,0.4852,8998.5032
57,0.3191001935064793,0.11976341054053459,0.2406,0.4615,8911.445
58,0.32951531254649163,0.1257937330165219,0.2237,0.4859,9071.7786
59,0.32215423636883495,0.12235428441613781,0.2338,0.4751,8943.6289
60,0.3264133611276746,0.12388782077832239,0.2226,0.4814,9027.6165
61,0.32564427120536565,0.12368043602797747,0.2219,0.4771,9005.4747
62,0.32805522967875006,0.1251644874985007,0.2172,0.4845,9037.0581
63,0.3246835227906704,0.12281233272444769,0.2225,0.4839,9016.3936
64,0.3175397157117724,0.11926549281315661,0.2445,0.456,8869.069
65,0.32303477640748024,0.12189478501992246,0.2246,0.4745,8984.9429
66,0.3275702539101243,0.12528078164866593,0.2226,0.4954,9042.0833
67,0.32662638083696366,0.12352138017383953,0.2183,0.4891,9046.5403
68,0.3285237780481577,0.12550243238976327,0.2234,0.49,9036.0964
69,0.33199085253328087,0.12775148709428255,0.2117,0.4973,9104.8007
70,0.3183149973243475,0.11995429738921048,0.2409,0.4665,8887.9656
71,0.3177554393664002,0.1193417496204916,0.2426,0.4609,8878.7346
72,0.3175889179855585,0.11939858168132832,0.2491,0.461,8865.6449
73,0.3279549871787429,0.124980711666179,0.2189,0.4856,9043.2192
74,0.32331590811014177,0.12199312231146528,0.2304,0.4715,8986.0448
75,0.3281197200715542,0.12517087353170506,0.2172,0.4851,9052.3951
76,0.32298647785633805,0.12218087317715437,0.2308,0.4782,8972.0866
77,0.31970978866666555,0.11953674384100622,0.2281,0.4627,8941.1621
78,0.32092725625634194,0.12063287457849993,0.2306,0.4698,8942.2914
79,0.31837431924343107,0.1195621824871054,0.2448,0.4657,8877.2705
80,0.3231252875044942,0.12265486527249785,0.2331,0.4801,8946.2744
81,0.33240880182087423,0.12756398426662804,0.2127,0.5007,9126.8495
82,0.329567661242187,0.1259703975601417,0.2145,0.4963,9079.7079
83,0.3249046016931534,0.12337413701259085,0.2299,0.4828,9007.3735
84,0.32363860943466427,0.12279279762087089,0.2284,0.4857,8984.9058
85,0.3240938265562057,0.12291214906130495,0.2356,0.4844,8975.4553
86,0.32878348047584294,0.12507869416996675,0.2154,0.4812,9064.5864
87,0.3276832271501422,0.1247367659257326,0.221,0.4862,9038.1392
88,0.32790240234434603,0.12451527276570605,0.2194,0.4915,9046.2841
89,0.3299329957380891,0.12605589672044165,0.2131,0.4881,9074.2268
90,0.32041743576824666,0.12115421847689127,0.2294,0.478,8930.1768
91,0.3263374179363251,0.12377812909122836,0.2255,0.4862,9019.5045
92,0.33196308864206076,0.127073650478909,0.2107,0.4899,9118.6373
93,0.3297139320358634,0.12560747020282345,0.2119,0.4916,9073.8698
94,0.3185142188727856,0.11935189247895166,0.2378,0.463,8913.9929
95,0.32203447709828614,0.12196219140724475,0.2363,0.4771,8950.8267
96,0.3255254059255123,0.12261754569011628,0.2184,0.4713,9021.3371
97,0.32826817555725574,0.1254032826111876,0.2177,0.4923,9056.1367
98,0.32561607478410004,0.1237703157821918,0.23,0.4829,8991.2991
99,0.3202945561915636,0.1208272928418181,0.2385,0.4636,8907.6638
100,0.32787141209989784,0.12533153837389632,0.2198,0.4921,9068.5331
