lattice,Lx,Ly,N,beta,Gamma,epsilon,observable,mean,stderr,tau_int,tau_window,tau_converged,sweep_seconds,ess_per_second,acceptance,mean_operator_count,thermalization_sweeps,measurement_sweeps,seed
honeycomb,8,8,128,16.0,2.1325,0.25,E,-2.323325585937502,0.0006695942520242742,2.1511377802256972,11,true,0.0005667166792666667,410.143451464848,0.3014197174371056,12965.5308,3000,30000,2026073401
honeycomb,8,8,128,16.0,2.1325,0.25,mx,0.8657013542887849,0.0015493799185738487,50.735857011529575,254,true,0.0005667166792666667,17.38957663724306,0.3014197174371056,12965.5308,3000,30000,2026073401
honeycomb,8,8,128,16.0,2.1325,0.25,m2,0.11822872739130359,0.0051052065234059784,216.90570897924184,1085,true,0.0005667166792666667,4.067551185767241,0.3014197174371056,12965.5308,3000,30000,2026073401
honeycomb,8,8,128,16.0,2.1325,0.25,m4,0.026063929607876103,0.0015766828276302513,187.14986539511042,936,true,0.0005667166792666667,4.714270415827133,0.3014197174371056,12965.5308,3000,30000,2026073401
honeycomb,8,8,128,16.0,2.1325,0.5,E,-2.3231095052083353,0.0006699426317025532,2.057881285803468,11,true,0.0006025613242666666,403.2259128651008,0.3188219976839608,13733.088266666668,3000,30000,2026073402
honeycomb,8,8,128,16.0,2.1325,0.5,mx,0.867942975466491,0.0015343703903797435,50.15983465290932,251,true,0.0006025613242666666,16.542938504044333,0.3188219976839608,13733.088266666668,3000,30000,2026073402
honeycomb,8,8,128,16.0,2.1325,0.5,m2,0.11105802926497695,0.0048321769137646955,208.90891528101395,1045,true,0.0006025613242666666,3.97202320887032,0.3188219976839608,13733.088266666668,3000,30000,2026073402
honeycomb,8,8,128,16.0,2.1325,0.5,m4,0.02376264314490045,0.001490723747264298,182.2523280579497,912,true,0.0006025613242666666,4.552979206785588,0.3188219976839608,13733.088266666668,3000,30000,2026073402
honeycomb,8,8,128,16.0,2.1325,1.0,E,-2.323631201171877,0.0006006632289759579,1.5089878141140602,8,true,0.0006482198625666666,511.1659742135467,0.3409549536576883,15270.1567,3000,30000,2026073403
honeycomb,8,8,128,16.0,2.1325,1.0,mx,0.8695522542985542,0.0011315618791441675,28.72172149495548,144,true,0.0006482198625666666,26.855744918126103,0.3409549536576883,15270.1567,3000,30000,2026073403
honeycomb,8,8,128,16.0,2.1325,1.0,m2,0.10615126928296924,0.0036619215096927657,128.7850237581953,644,true,0.0006482198625666666,5.989386060340723,0.3409549536576883,15270.1567,3000,30000,2026073403
honeycomb,8,8,128,16.0,2.1325,1.0,m4,0.022113996586301716,0.0011357058268596123,114.66359637708655,574,true,0.0006482198625666666,6.72701058094601,0.3409549536576883,15270.1567,3000,30000,2026073403
