block,m2,m4
1,0.11907481486750766,0.016584255661616434
2,0.12888890763954258,0.019197087280765867
3,0.1732950817243196,0.03120193810660873
4,0.09264714072598144,0.012085186227192036
5,0.14833672392889857,0.025108934197942644
6,0.11870478808996268,0.018880261140145772
7,0.15200338502656668,0.0240467408599855
8,0.12241636164993978,0.019229806911038604
9,0.13892200497244483,0.02261889695988779
10,0.018383392838668078,0.0007551894219433789
11,0.15115482550510206,0.026383633590360712
12,0.12819722731038927,0.020069222592711385
13,0.1811379411587026,0.033887213162861446
14,0.1424053208578378,0.023323235367943375
15,0.15646614869469777,0.026602195790767395
16,0.1265602755953558,0.019518753051933766
17,0.04466342490212992,0.003759610921183517
18,0.10827307508895173,0.017746066774877823
19,0.06768694086433388,0.009301731288378011
20,0.05266742246858776,0.005947629932926345
21,0.0721589925610926,0.010676315864582921
22,0.16063022238491104,0.02799167264356529
23,0.1351911507477984,0.02071605441810282
24,0.1629927741735708,0.027882314873546192
25,0.07278884062296712,0.007540753721731209
26,0.15228144546821715,0.0257037173586366
27,0.1665215203506872,0.028832946521238426
28,0.06869750375095755,0.00888690509897099
29,0.14604675225578248,0.022255977555928102
30,0.15991808716095984,0.027489567564293854
31,0.1520570612722542,0.024977674741004468
32,0.1587712335169781,0.026727579790772164
33,0.1153463563138619,0.016509769018484718
34,0.07841208712738007,0.010626562026557181
35,0.11841346907299012,0.016277586673959045
36,0.1163945823032409,0.015427685135885574
37,0.13373921972974204,0.02004690880938951
38,0.17626342391180805,0.03334104810247893
39,0.1562799078089185,0.026935662881336236
40,0.1359969661280513,0.0209415072772786
41,0.17384536682064644,0.03150657917922939
42,0.17478449249495753,0.03219495191253944
43,0.13677438948731868,0.019718309141338722
44,0.14863346225796267,0.02326549866883887
45,0.1250340110438876,0.0169945198464383
46,0.15675172466151416,0.026911092438242183
47,0.1663731615871191,0.0286231377373003
48,0.09877439745333977,0.014051930857670019
49,0.013785710228048266,0.00047610978415057754
50,0.058896250140434134,0.005960943161648198
