beta,energy,energy_standard_error,energy_per_site,energy_per_site_standard_error,autocorrelation_time,effective_samples
0.1,-2.701988324190371,0.39403608338933793,-0.1688742702618982,0.02462725521183362,1.0,100.0
0.2,-6.125225327582313,0.35233396604588096,-0.38282658297389455,0.02202087287786756,1.0,100.0
0.3,-9.07741394799486,0.36278187532854517,-0.5673383717496787,0.022673867208034073,1.0,100.0
0.4,-11.591120114010804,0.40108530173384366,-0.7244450071256753,0.02506783135836523,1.0,100.0
0.5,-14.884410041371805,0.41895200192056503,-0.9302756275857378,0.026184500120035314,1.0,100.0
0.6,-18.528067907399027,0.3797018191198359,-1.1580042442124392,0.023731363694989745,1.0,100.0
0.7,-21.03526149856521,0.3196334449176707,-1.3147038436603256,0.01997709030735442,1.5933213871052518,62.76197684239971
0.8,-22.342022765438113,0.25167191062024896,-1.396376422839882,0.01572949441376556,1.0,100.0
0.9,-23.711224749339532,0.13810981781538967,-1.4819515468337208,0.008631863613461854,1.0,100.0
1.0,-24.132642834873863,0.07393016035135803,-1.5082901771796164,0.004620635021959877,1.0,100.0
1.1,-24.395782805373706,0.05962179477853065,-1.5247364253358566,0.0037263621736581655,1.0,100.0
1.2,-24.338000285572207,0.12214223971535781,-1.521125017848263,0.007633889982209863,1.0141229220407282,98.60737572006474
1.3,-24.58470866610354,0.025856673305178816,-1.5365442916314713,0.001616042081573676,1.0,100.0
1.4,-24.640951114433705,0.012661593983984152,-1.5400594446521065,0.0007913496239990095,1.0,100.0
1.5,-24.667778910527282,0.007630305713686901,-1.5417361819079551,0.0004768941071054313,1.0,100.0
1.6,-24.667382793352076,0.017884025026525918,-1.5417114245845047,0.0011177515641578699,1.0260004099051396,97.46584800024168
1.7,-24.679314800391627,0.012803248280553986,-1.5424571750244767,0.0008002030175346241,1.036715335333359,96.45849404537331
1.8,-24.690312395392713,0.004146479727012396,-1.5431445247120446,0.00025915498293827477,1.0,100.0
1.9,-24.701014447009015,0.0017924065302950085,-1.5438134029380635,0.00011202540814343803,1.0,100.0
2.0,-24.700495210758945,0.0018587023927318653,-1.543780950672434,0.00011616889954574158,1.0089607969828125,99.11187857748202
2.1,-24.70420127324382,0.0012203270330407214,-1.5440125795777389,7.627043956504509e-5,1.0180534308498286,98.22667157707447
2.2,-24.70674569107887,0.0005503935106931664,-1.5441716056924293,3.43995944183229e-5,1.0,100.0
2.3,-24.70672927457989,0.0006499350237847931,-1.544170579661243,4.062093898654957e-5,1.0,100.0
2.4,-24.70749840133868,0.0003738994368917468,-1.5442186500836674,2.3368714805734176e-5,1.0,100.0
2.5,-24.708132558145866,0.00029361728633889436,-1.5442582848841166,1.8351080396180897e-5,1.0,100.0
2.6,-24.70907887325788,0.00010178343888730477,-1.5443174295786175,6.361464930456548e-6,1.0,100.0
2.7,-24.709164225354158,0.00012933819952318202,-1.5443227640846349,8.083637470198876e-6,1.0081197091919218,99.19456894673448
2.8,-24.709646152360488,5.2962308006875815e-5,-1.5443528845225305,3.3101442504297384e-6,1.0,100.0
2.9,-24.70977934009116,4.4515304347922606e-5,-1.5443612087556975,2.782206521745163e-6,1.0,100.0
3.0,-24.709923919369963,2.782270293104837e-5,-1.5443702449606227,1.738918933190523e-6,1.0,100.0
3.1,-24.710004994944082,1.2400384606122547e-5,-1.5443753121840051,7.750240378826592e-7,1.0,100.0
3.2,-24.710034631532505,8.139044933673008e-6,-1.5443771644707815,5.08690308354563e-7,1.0,100.0
3.3,-24.7100353925622,9.5553754461653e-6,-1.5443772120351376,5.972109653853312e-7,1.0,100.0
3.4,-24.710060132156418,4.823176569009404e-6,-1.544378758259776,3.014485355630877e-7,1.0,100.0
3.5,-24.71007358735118,2.361309877840963e-6,-1.5443795992094487,1.475818673650602e-7,1.0,100.0
3.6,-24.710076044095157,2.116221388723264e-6,-1.5443797527559473,1.32263836795204e-7,1.0,100.0
3.7,-24.710075619186167,2.161814210356077e-6,-1.5443797261991354,1.351133881472548e-7,1.0,100.0
3.8,-24.710079246665142,1.311851501241399e-6,-1.5443799529165714,8.199071882758743e-8,1.0,100.0
3.9,-24.71008262358781,6.522218176886923e-7,-1.544380163974238,4.076386360554327e-8,1.0,100.0
4.0,-24.7100838997914,3.438817408400652e-7,-1.5443802437369625,2.1492608802504075e-8,1.0,100.0
4.1,-24.71008446749555,2.981882569278131e-7,-1.544380279218472,1.8636766057988317e-8,1.0,100.0
4.2,-24.710084398517715,3.258502174980331e-7,-1.5443802749073572,2.036563859362707e-8,1.0,100.0
4.3,-24.7100848937159,2.0553975430675e-7,-1.5443803058572438,1.2846234644171875e-8,1.5629964797236586,63.979670650109355
4.4,-24.71008544184956,6.921498469139675e-8,-1.5443803401155975,4.325936543212297e-9,1.0,100.0
4.5,-24.71008544007563,8.283235978688879e-8,-1.544380340004727,5.1770224866805495e-9,1.0371393781684253,96.41905620881805
4.6,-24.710085679833156,1.3268775161406665e-8,-1.5443803549895723,8.292984475879166e-10,1.0,100.0
4.7,-24.710085639460686,4.7493881778394546e-8,-1.544380352466293,2.968367611149659e-9,1.0519216045999593,95.06411843117293
4.8,-24.710085669905713,3.367500205212129e-8,-1.544380354369107,2.1046876282575805e-9,1.0,100.0
4.9,-24.710085753593262,9.280851363644043e-9,-1.5443803595995789,5.800532102277527e-10,1.0,100.0
5.0,-24.71008574646013,1.1744132544322754e-8,-1.5443803591537582,7.340082840201721e-10,1.0,100.0
5.1,-24.710085761363565,7.971820955527294e-9,-1.5443803600852228,4.982388097204559e-10,1.390612565764063,71.91075534763031
5.2,-24.710085778007638,3.901321400062918e-9,-1.5443803611254774,2.438325875039324e-10,1.0350580759355206,96.61293634138994
5.3,-24.710085782773945,2.6295229478391796e-9,-1.5443803614233715,1.6434518423994873e-10,1.0,100.0
5.4,-24.710085783014225,2.817153316901347e-9,-1.544380361438389,1.7607208230633418e-10,1.5258346134799923,65.53790241520908
5.5,-24.710085784089912,3.412389582611738e-9,-1.5443803615056195,2.1327434891323361e-10,1.0,100.0
5.6,-24.710085790313336,8.417794202735363e-10,-1.5443803618945835,5.261121376709602e-11,1.0,100.0
5.7,-24.71008578959814,1.4697627556135485e-9,-1.5443803618498837,9.186017222584678e-11,1.5716745963024679,63.626402205176994
5.8,-24.71008579079337,1.0285425856562738e-9,-1.5443803619245857,6.428391160351711e-11,1.005933716606992,99.41012846979557
5.9,-24.710085791795287,4.1996560446868087e-10,-1.5443803619872054,2.6247850279292554e-11,1.0,100.0
6.0,-24.71008579239479,1.7507726927042904e-10,-1.5443803620246743,1.0942329329401815e-11,1.0350005857414577,96.6183028083618
6.1,-24.710085792036054,3.5778919738234406e-10,-1.5443803620022534,2.2361824836396504e-11,1.0,100.0
6.2,-24.710085792610876,1.0046769745853171e-10,-1.5443803620381797,6.279231091158232e-12,1.0,100.0
6.3,-24.71008579274105,7.42487082890799e-11,-1.5443803620463157,4.640544268067493e-12,1.0,100.0
6.4,-24.710085792779765,4.417815997668854e-11,-1.5443803620487353,2.7611349985430337e-12,1.0,100.0
6.5,-24.71008579269834,5.765081448239865e-11,-1.5443803620436463,3.6031759051499155e-12,1.0764582696435347,92.89723793298057
6.6,-24.710085792811174,2.112114053615926e-11,-1.5443803620506984,1.3200712835099537e-12,1.0,100.0
6.7,-24.71008579276744,3.289170089409062e-11,-1.544380362047965,2.0557313058806638e-12,1.0910791062225575,91.65238288377788
6.8,-24.710085792742653,2.2518035782715577e-11,-1.5443803620464158,1.4073772364197236e-12,1.0,100.0
6.9,-24.71008579274086,1.805208335735047e-11,-1.5443803620463037,1.1282552098344044e-12,1.0,100.0
7.0,-24.710085792749055,1.2415686785978829e-11,-1.544380362046816,7.759804241236768e-13,1.2491286320357207,80.0558064520775
7.1,-24.710085792745826,1.2862233706085133e-11,-1.544380362046614,8.038896066303208e-13,1.0,100.0
7.2,-24.71008579274434,8.03032713220973e-12,-1.5443803620465213,5.018954457631081e-13,1.0,100.0
7.3,-24.710085792747257,3.97367521654133e-12,-1.5443803620467036,2.483547010338331e-13,1.0,100.0
7.4,-24.710085792740934,4.818614480217472e-12,-1.5443803620463084,3.01163405013592e-13,1.0,100.0
7.5,-24.710085792725682,4.283585561490463e-12,-1.5443803620453551,2.677240975931539e-13,1.0,100.0
7.6,-24.710085792732315,3.7493241692889665e-12,-1.5443803620457697,2.343327605805604e-13,1.0,100.0
7.7,-24.710085792735516,2.0992113968123875e-12,-1.5443803620459697,1.3120071230077422e-13,1.0,100.0
7.8,-24.7100857927325,2.0255440216656343e-12,-1.5443803620457812,1.2659650135410214e-13,1.0,100.0
7.9,-24.710085792728268,2.250154068765349e-12,-1.5443803620455168,1.4063462929783432e-13,1.0,100.0
8.0,-24.71008579272941,1.2656636918467182e-12,-1.544380362045588,7.910398074041989e-14,1.0,100.0
8.1,-24.710085792727806,1.3662617774762e-12,-1.544380362045488,8.53913610922625e-14,1.0,100.0
8.2,-24.71008579272634,9.775791849768759e-13,-1.5443803620453962,6.109869906105474e-14,1.0,100.0
8.3,-24.710085792723998,1.138711724130866e-12,-1.5443803620452499,7.116948275817912e-14,1.0,100.0
8.4,-24.710085792725593,5.687317760829593e-13,-1.5443803620453496,3.554573600518496e-14,1.0,100.0
8.5,-24.71008579272361,7.831444419114259e-13,-1.5443803620452257,4.8946527619464117e-14,1.0,100.0
8.6,-24.7100857927232,5.711332762804162e-13,-1.5443803620452,3.569582976752601e-14,1.7435230915044504,57.3551336872241
8.7,-24.710085792724254,2.659714566892062e-13,-1.5443803620452659,1.6623216043075388e-14,1.0,100.0
8.8,-24.710085792723586,3.603527045679484e-13,-1.544380362045224,2.2522044035496774e-14,1.0,100.0
8.9,-24.710085792724087,2.65178594687464e-13,-1.5443803620452554,1.65736621679665e-14,1.0,100.0
9.0,-24.71008579272365,2.3482216392590543e-13,-1.544380362045228,1.467638524536909e-14,1.0,100.0
9.1,-24.710085792723063,2.0515557834190144e-13,-1.5443803620451915,1.282222364636884e-14,1.2582728866644703,79.47401637580218
9.2,-24.710085792722865,1.610342978728293e-13,-1.544380362045179,1.0064643617051831e-14,1.0,100.0
9.3,-24.71008579272298,1.1859251966195008e-13,-1.5443803620451861,7.41203247887188e-15,1.099792618397722,90.92623311628432
9.4,-24.710085792722957,1.1371541956804593e-13,-1.5443803620451848,7.10721372300287e-15,1.0,100.0
9.5,-24.71008579272291,6.107334645555303e-14,-1.544380362045182,3.817084153472064e-15,1.0,100.0
9.6,-24.710085792722825,6.146463284846712e-14,-1.5443803620451766,3.841539553029195e-15,1.0,100.0
9.7,-24.710085792722726,5.2339052217103086e-14,-1.5443803620451704,3.271190763568943e-15,1.0,100.0
9.8,-24.710085792722765,3.445475529113383e-14,-1.5443803620451728,2.1534222056958643e-15,1.0,100.0
9.9,-24.710085792722666,5.926979710025245e-14,-1.5443803620451666,3.704362318765778e-15,1.0,100.0
10.0,-24.710085792722666,3.1835942205332017e-14,-1.5443803620451666,1.989746387833251e-15,1.0,100.0
