block,m2,Rp,C1
1,0.08836198003735238,-0.06613333333333334,296853.3296
2,0.08464946869967971,-0.16,290058.01146666665
3,0.08311143983077685,-0.17466666666666666,286458.584
4,0.08977615836062275,-0.07226666666666667,300244.4368
5,0.08606808145758114,-0.12106666666666667,293139.93546666665
6,0.08626747029679148,-0.1064,294396.4757333333
7,0.08413585450127138,-0.22906666666666667,287508.7816
8,0.08411094955799539,-0.17226666666666668,288452.65493333334
9,0.09034187032685247,-0.039466666666666664,302068.6874666667
10,0.09131493071610264,0.0021333333333333334,302940.62693333335
11,0.08821503745905841,-0.0296,298473.084
12,0.08633537782445491,-0.12693333333333334,293794.45866666664
13,0.0836979369110195,-0.1448,288893.8122666667
14,0.08639702805325603,-0.13173333333333334,293473.07573333336
15,0.08240746628788863,-0.19093333333333334,286051.8765333333
16,0.0848134389544614,-0.13413333333333333,291830.3957333333
17,0.08729153066550013,-0.061066666666666665,296853.1072
18,0.08744727898449928,-0.07626666666666666,296389.38426666666
19,0.09078879485601696,-0.04906666666666667,302380.0024
20,0.08565899939678784,-0.14666666666666667,292606.93973333336
