block,m2,Rp,C1
1,0.1314429621696472,-0.5804,1355.7774
2,0.13221343836784363,-0.5788,1360.0804
3,0.13145392127037048,-0.5932,1356.8336
4,0.12942732963562012,-0.6162,1340.9488
5,0.1326529187679291,-0.5886,1361.8424
6,0.13350832324028014,-0.5458,1368.4636
7,0.12609280695915223,-0.6344,1330.059
8,0.12517126355171204,-0.6396,1314.4398
9,0.1349777717590332,-0.5402,1369.0766
10,0.13632924880981445,-0.5418,1384.158
11,0.13929279379844667,-0.4962,1398.4814
12,0.1353156207084656,-0.4936,1388.1866
13,0.1228798481464386,-0.6558,1303.9788
14,0.13274396858215332,-0.563,1362.9302
15,0.13722652034759522,-0.5018,1388.635
16,0.1292951666355133,-0.6138,1341.3386
17,0.13474052729606628,-0.5614,1368.733
18,0.13128841514587403,-0.5746,1351.5102
19,0.13432075638771057,-0.551,1371.8008
20,0.131617546749115,-0.5838,1356.5956
