block,m2,Rp,C1
1,0.09643399639129639,-1.0136,1112.0918
2,0.09534741249084473,-1.0266,1105.0812
3,0.09610495219230653,-1.0318,1114.546
4,0.09822653632164001,-0.9934,1124.8632
5,0.10099384450912476,-0.9954,1146.8004
6,0.09530471067428589,-1.0198,1107.3528
7,0.0963475664138794,-1.0076,1114.787
8,0.09898156609535218,-0.9908,1129.3912
9,0.09883684458732606,-1.016,1127.9692
10,0.09780300559997558,-1.0068,1121.4768
11,0.0976774465084076,-0.992,1122.7768
12,0.09887975425720215,-0.9692,1134.8642
13,0.09673821482658386,-1.0366,1115.4194
14,0.10088812022209168,-0.9692,1146.9934
15,0.09619827837944031,-1.0398,1112.151
16,0.09749350590705871,-1.0234,1114.9488
17,0.10271514673233033,-0.9606,1150.4746
18,0.09580378561019898,-1.0168,1111.1038
19,0.09519413437843323,-1.0426,1113.4152
20,0.09277881522178649,-1.086,1085.3318
