block,m2,Rp,C1
1,0.20074877138733863,0.4884,7192.3364
2,0.2013030406564474,0.4932,7186.932
3,0.20282334672510624,0.5164,7238.441
4,0.19206284559369088,0.4226,7019.0496
5,0.19840609996914862,0.4904,7145.242
6,0.19644192571640015,0.4374,7095.8482
7,0.20253439707159995,0.5118,7222.1838
8,0.19344782714247705,0.4094,7040.0304
9,0.2002757324308157,0.5188,7198.1796
10,0.2012426690608263,0.52,7210.6294
11,0.19835381138324737,0.472,7140.274
12,0.20009600608348846,0.4776,7149.7834
13,0.20262360815107822,0.5012,7219.1546
14,0.19797680931091308,0.4848,7140.0674
15,0.1961273340135813,0.44,7091.3904
16,0.20285764260292052,0.5054,7220.5482
17,0.19896171971857549,0.4742,7146.2936
18,0.19461080596446992,0.416,7044.5794
19,0.20147224727571011,0.4988,7197.8336
20,0.2020329129755497,0.4976,7222.072
