block,m2,Rp,C1
1,0.22901531184092164,0.8832,31205.4338
2,0.22534985407795757,0.8638,30941.4308
3,0.22591078410167248,0.8696,30959.249
4,0.22429836355317384,0.865,30906.417
5,0.22600022793840616,0.8528,30943.845
6,0.22721511697806418,0.8696,31078.4626
7,0.2293159259574488,0.8824,31216.089
8,0.2242407798588276,0.8688,30895.3386
9,0.2267399608651176,0.89,31064.5732
10,0.22423623757977038,0.858,30841.2118
11,0.22692346991114318,0.8724,31055.454
12,0.2233215962536633,0.8686,30831.3064
13,0.22241897848658262,0.846,30722.7196
14,0.2281609966415912,0.887,31114.1204
15,0.22419552244786173,0.865,30901.9916
16,0.22546173116751014,0.8756,30973.5986
17,0.22753066270239652,0.8792,31068.0106
18,0.22546888845078647,0.854,30951.7232
19,0.22312639530934394,0.8698,30805.6826
20,0.22451586269177495,0.8588,30874.2238
