block,m2,m4,R0,R2,C1
1,0.3262581909865141,0.12447276662790582,0.2218,0.4824,9017.8532
2,0.31962428582012653,0.11983736302813622,0.2351,0.4627,8926.584
3,0.3239686488583684,0.12295282663134431,0.2294,0.481,8989.7916
4,0.32261397756040094,0.1216716807192292,0.2272,0.4748,8984.4059
5,0.3208181135356426,0.12088617056792227,0.2303,0.4711,8940.3435
6,0.3231544057905674,0.1224584726004467,0.2248,0.4744,8961.9729
7,0.32414421859383585,0.12234263697103598,0.2264,0.4783,8994.9862
8,0.321374601355195,0.12125128210902203,0.2298,0.4664,8936.6119
9,0.32693229155093434,0.12395954627426177,0.2173,0.4851,9038.6938
10,0.3268305628195405,0.12400521762934723,0.2225,0.479,9026.6514
11,0.3251740688458085,0.12356499558203786,0.2295,0.4777,9012.155
12,0.3283272484362125,0.12471979230846666,0.2133,0.4812,9049.9838
13,0.32344867268949745,0.12161359147838614,0.223,0.4756,8986.7052
14,0.32852077374607325,0.1254574710258086,0.2212,0.4896,9067.8934
15,0.32609781044572594,0.12400940698119962,0.2218,0.4901,9007.3499
16,0.32423286826610564,0.12281215431072683,0.2276,0.4768,8984.969
17,0.32490639027804136,0.12403621090048386,0.2337,0.4683,8981.9112
18,0.3282124287605286,0.12499649617025672,0.2183,0.493,9064.0014
19,0.32396148881167175,0.12214020828894108,0.2268,0.4814,8986.6403
20,0.3314940259903669,0.12691925320589206,0.2155,0.4962,9091.1601
21,0.32620357236862185,0.12299727182392596,0.2204,0.4821,9032.091
22,0.3264299931824207,0.12363847211553752,0.2212,0.4843,9026.0848
23,0.3294107485368848,0.12625797923893214,0.2199,0.4921,9077.657
24,0.3284025784149766,0.12491372674342346,0.2168,0.4908,9052.9002
25,0.3220202619895339,0.12180994229007369,0.2302,0.4821,8946.8135
26,0.3257871015802026,0.12326401836758612,0.2298,0.4732,9001.0625
27,0.32619591298401357,0.12447569248899486,0.2304,0.4767,8999.3118
28,0.3221721444875002,0.12201476938129703,0.2358,0.4774,8962.7554
29,0.32136725662499666,0.12174013031325044,0.2368,0.4707,8931.3758
30,0.3275665597394109,0.12486575128305735,0.2263,0.485,9038.0532
31,0.32878489011973144,0.12579555748996357,0.2254,0.4909,9039.9816
32,0.3235603061631322,0.12256613442969105,0.2278,0.4786,8988.8862
33,0.32105289097726347,0.12085148521622611,0.2303,0.4646,8929.9711
34,0.3248539928749204,0.12370174186934978,0.2304,0.4738,8965.7511
35,0.32517019786834717,0.12296457037660762,0.2293,0.4756,9017.7184
36,0.32690219720453023,0.12410314197168566,0.2201,0.4964,9060.4724
37,0.3294796971291304,0.12597848408246543,0.2143,0.4948,9065.3882
38,0.3233663509771228,0.1230679133413671,0.2338,0.4793,8954.4648
39,0.3170805727630854,0.11934029649534168,0.2404,0.471,8869.1149
40,0.3263304527044296,0.1239662758459594,0.2231,0.4801,9025.5216
41,0.332722228346765,0.12742074025363467,0.2075,0.5009,9118.6033
42,0.3222265280112624,0.1219801798081147,0.2358,0.4688,8936.6796
43,0.3261858252838254,0.12333252423593757,0.2256,0.4864,9029.5418
44,0.3288677214741707,0.1257329351061774,0.2167,0.4904,9048.9079
45,0.3206603625819087,0.12077902738683642,0.2344,0.4644,8927.9641
46,0.3193312174975872,0.12015646645644433,0.2419,0.4647,8897.0244
47,0.31882195176035166,0.11982883728709476,0.2482,0.4524,8894.4806
48,0.32335167248398067,0.1222685929969718,0.226,0.4822,8983.7995
49,0.32480265486985443,0.12305891179244552,0.2285,0.4837,8995.875
50,0.31748910155147314,0.11917941496346823,0.243,0.4587,8882.3963
51,0.32644487651586535,0.12406022817473483,0.2222,0.4835,9041.7945
52,0.32298264694064854,0.12242878798107622,0.2279,0.4849,8970.9637
53,0.33270041069090367,0.12762572315449994,0.206,0.4978,9115.388
54,0.3211241221278906,0.12110825362877609,0.2379,0.4737,8939.74
55,0.3207220114812255,0.12048911819339699,0.2289,0.472,8941.9175
56,0.3294236832618713,0.12567639801106276,0.2094,0.4968,9069.4081
57,0.3204989021390677,0.1212266124906733,0.2324,0.4703,8929.7128
58,0.33254236137717963,0.12754518522111788,0.2061,0.5084,9141.226
59,0.3213368663966656,0.1206401647929557,0.2334,0.4777,8943.138
60,0.32636747297495605,0.12366156323059904,0.2184,0.4823,9029.0392
61,0.3229299132913351,0.12262465000329152,0.2364,0.4796,8957.3764
62,0.32453539942502974,0.12296161629015114,0.232,0.4872,8984.7772
