block,m2,m4,R0,R2,C1
1,0.39312561185359957,0.17810512079563995,0.2078,0.4954,2481.4089
2,0.39695981199741365,0.18098132571509504,0.2089,0.4925,2493.2205
3,0.38281028492450714,0.17211896706920415,0.2363,0.4736,2436.7453
4,0.38289336123466494,0.17211468116228767,0.2283,0.4748,2442.0868
5,0.3877539815187454,0.17402045536368163,0.2195,0.4857,2463.712
6,0.3826039948940277,0.17145237954336381,0.2328,0.468,2439.8403
7,0.3868989655733108,0.1751777182786525,0.2212,0.478,2457.4697
8,0.38125774357318876,0.16975288131725932,0.2332,0.4711,2441.2943
9,0.3902265156984329,0.17657263759053107,0.2165,0.4871,2467.3709
10,0.3871396949529648,0.1748386013099103,0.2218,0.4767,2454.5946
11,0.39052421674728394,0.1768994688086747,0.2202,0.485,2465.7675
12,0.3889500672340393,0.17590639979251751,0.2191,0.4853,2467.2613
13,0.3813173238277435,0.1711601673461067,0.2403,0.4699,2431.9297
14,0.38433645186424253,0.17295318794723197,0.2273,0.467,2447.7508
15,0.37782328712940216,0.16858642321380002,0.2345,0.4773,2426.5884
16,0.3902210751533508,0.176745836981306,0.2195,0.4917,2469.2114
17,0.39034379217624665,0.17646003913902522,0.2178,0.4958,2467.6123
18,0.3890707853078842,0.17650161758190946,0.2214,0.4887,2459.2343
19,0.37809611699581147,0.16894194314092142,0.2443,0.4629,2415.3146
20,0.3736297815084457,0.16561443271496584,0.2495,0.46,2404.6513
21,0.3845397590637207,0.17293170591318882,0.2279,0.4739,2445.587
22,0.38389985330104826,0.17280292330146985,0.2258,0.4817,2443.5562
23,0.37673265371322634,0.16769278828797668,0.2417,0.4553,2419.8828
24,0.3914162105083466,0.17720541604087417,0.2145,0.4949,2471.5769
25,0.3818477489233017,0.17287493386374514,0.2458,0.4714,2428.6848
26,0.3852005702972412,0.1749804018454891,0.2314,0.4788,2446.3999
27,0.3966864794254303,0.18033884508768327,0.2019,0.4968,2493.6531
28,0.3863314127922058,0.1742881997114761,0.229,0.4811,2456.7221
29,0.37980268380641935,0.1699254247281258,0.2332,0.4612,2431.9185
30,0.3825521242618561,0.17204409219713213,0.2293,0.4729,2439.4591
31,0.391494749212265,0.177752369396224,0.2167,0.487,2470.5802
32,0.38603897664546966,0.1740498321485357,0.2204,0.4821,2453.4809
33,0.3894351001262665,0.17584585264462615,0.2213,0.488,2465.9161
34,0.38561624433994296,0.17349266539105723,0.2261,0.4832,2450.4231
35,0.39035195960998537,0.1767589524074082,0.2138,0.4908,2465.6369
36,0.38618596160411833,0.17407203758511014,0.227,0.4792,2451.0152
37,0.38061686160564423,0.17063445761270063,0.236,0.4658,2428.6447
38,0.38494449009895326,0.1736752084062211,0.225,0.483,2445.8787
39,0.3867348546028137,0.17515364358448593,0.232,0.4808,2451.1786
40,0.38176578838825226,0.1711721358294659,0.2338,0.4706,2438.9752
41,0.3865207914829254,0.1742458440043381,0.2255,0.4866,2455.0304
42,0.38315414776802065,0.1714779404970034,0.2316,0.4712,2437.5344
43,0.38081069684028623,0.16997270783187424,0.2401,0.4656,2432.169
44,0.3925677122831345,0.17949144715359183,0.221,0.4986,2468.9834
45,0.3779284009695053,0.16898867762233316,0.2371,0.4671,2422.9095
46,0.39050559167861937,0.1765626269920909,0.2223,0.488,2462.4224
47,0.39063403458595275,0.17718129226432813,0.2203,0.4884,2472.9197
48,0.3909579264640808,0.17712122506846237,0.2092,0.4904,2474.3117
49,0.39120106348991396,0.17784985504731698,0.2108,0.4944,2473.7578
50,0.3862103893041611,0.17462194316908877,0.2278,0.4848,2449.6865
51,0.38769484853744507,0.17660261758660623,0.2264,0.4898,2456.8436
52,0.38169681282043455,0.17120046537842237,0.2359,0.4678,2436.611
53,0.38968624591827394,0.17589836228337363,0.2161,0.486,2472.7586
54,0.3823927005767822,0.17184289660201607,0.233,0.4711,2435.0374
55,0.3883499740600586,0.17555370842974274,0.2215,0.4796,2458.7817
56,0.3863665594816208,0.173357254141564,0.2235,0.49,2457.4932
57,0.38510303170681,0.17342579399424546,0.2248,0.4814,2450.5739
58,0.38567238075733185,0.17356504225187255,0.2248,0.4825,2453.9821
59,0.3868270655632019,0.17423398892100203,0.2264,0.478,2454.9969
60,0.394235973405838,0.1786571876658541,0.2149,0.4929,2484.0495
61,0.38959494585990906,0.17569115731128637,0.2202,0.4825,2464.8879
62,0.39289688737392425,0.17963452483231696,0.2211,0.4969,2477.3898
63,0.38373320960998536,0.17171484483982632,0.2243,0.484,2446.381
64,0.375519479393959,0.16700118665227015,0.248,0.4602,2417.8819
65,0.38854280517101286,0.17662990540756277,0.2184,0.4899,2461.8249
66,0.37619510343074797,0.1671285464592502,0.2375,0.4605,2420.8073
67,0.3848692467212677,0.17294760663747566,0.233,0.4819,2449.2276
68,0.3901116916894913,0.17650293970459696,0.213,0.4914,2469.4795
69,0.3881411967992783,0.17406123993447084,0.2198,0.4898,2460.9388
70,0.38778126015663145,0.17541874481270855,0.2206,0.4871,2461.1378
71,0.38377298622131345,0.17228739576947663,0.2258,0.4812,2447.7317
72,0.38097500910758975,0.1701287936242238,0.2339,0.4678,2432.7209
73,0.3930685026884079,0.1778485826151094,0.2115,0.4992,2484.0821
74,0.38469054284095766,0.17340601246854256,0.2345,0.475,2443.3335
75,0.3836765954017639,0.17152838056795755,0.227,0.4727,2450.671
76,0.3902708553791046,0.17680654368136411,0.2247,0.4826,2467.3771
77,0.3805712389707565,0.17024016511981221,0.2385,0.4684,2431.6163
78,0.3898752871274948,0.17695329156406064,0.2217,0.4899,2462.4109
79,0.38497530081272124,0.17326462191500536,0.2166,0.4844,2451.6162
80,0.38299177942276,0.17216278019286538,0.234,0.4742,2445.5019
81,0.3845780437707901,0.17296871674592804,0.2255,0.4839,2445.8608
82,0.38625391232967377,0.17507707295419436,0.2278,0.4821,2452.0664
83,0.3916930242538452,0.17794090733844742,0.2196,0.4929,2471.3197
84,0.3825864362716675,0.1719678207867756,0.2352,0.4637,2435.6997
85,0.3846303506135941,0.17341320080565611,0.2307,0.4804,2445.2867
86,0.38554460749626157,0.17319428951496607,0.2286,0.4802,2451.5432
87,0.38112671272754667,0.17070944207265057,0.2401,0.4752,2433.6469
88,0.38848006415367126,0.17520212469175303,0.2151,0.4896,2465.9213
89,0.38630336945056915,0.174220708088842,0.2239,0.4812,2452.1038
90,0.38400876319408417,0.17108694821662426,0.225,0.4737,2449.1025
91,0.3870537492275238,0.17421686929719712,0.2233,0.4798,2457.1838
92,0.3823538840532303,0.17219853902338358,0.2341,0.4797,2441.099
93,0.38034608747959137,0.17063296591207633,0.2411,0.4662,2428.2939
94,0.38933487787246707,0.1764881003594815,0.2177,0.4849,2464.0413
95,0.37989707243442533,0.1701897728246867,0.2392,0.4659,2426.638
96,0.3906247970342636,0.1776233375202489,0.2259,0.4855,2471.0462
97,0.39021813476085665,0.17625162012514656,0.2145,0.4903,2468.4983
98,0.3792940111398697,0.17058371812224904,0.2332,0.4714,2428.1527
