block,m2,Rp,C1
1,0.19223223361968994,-0.2846,1691.1234
2,0.1888349733352661,-0.3244,1664.4454
3,0.19383097553253173,-0.2782,1692.3304
4,0.18860404834747316,-0.302,1670.2152
5,0.19336883163452148,-0.2882,1691.675
6,0.20344351305961608,-0.2116,1742.2486
7,0.19429012808799745,-0.3018,1700.666
8,0.18985383257865907,-0.3142,1673.5716
9,0.188562490940094,-0.317,1664.773
10,0.18263701014518738,-0.3794,1638.3262
11,0.19640664339065553,-0.2394,1702.4174
12,0.1960506190776825,-0.2484,1707.3286
13,0.2004256929397583,-0.2184,1726.5954
14,0.19340006189346312,-0.2866,1687.5968
15,0.19906528325080872,-0.2308,1716.246
16,0.19440827736854555,-0.2684,1693.2428
17,0.19567325625419615,-0.2602,1702.3372
18,0.20323131484985352,-0.226,1735.7336
19,0.19510867671966553,-0.2714,1698.1644
20,0.20010723419189452,-0.1962,1736.1176
