distance,exact,compact,absolute_error,relative_error
1,1.000021881410735,1.0000218824732716,1.0625367252714568e-09,1.0625134759776776e-09
2,0.14360924722445118,0.14360924828856272,1.064111548876312e-09,7.4097703973977405e-09
3,0.04616025538758461,0.04616025643222435,1.0446397427643639e-09,2.2630718439338035e-08
4,0.02063955207663329,0.02063955323990731,1.1632740222478066e-09,5.63613986354281e-08
5,0.01106029686185207,0.01106029753743441,6.755823400705907e-10,6.108175472222027e-08
6,0.006647586564694775,0.006647588588767897,2.02407312178271e-09,3.0448240155796237e-07
7,0.004325598880699654,0.004325598443051852,4.376478016793195e-10,1.0117623333778262e-07
8,0.002983816253186907,0.002983818526294959,2.2731080520470293e-09,7.618123433771112e-07
9,0.002152601623809737,0.002152602612751038,9.889413008119796e-10,4.594167772956161e-07
10,0.0016092616093089118,0.0016092621332068893,5.238979775175345e-10,3.2555177758979755e-07
11,0.0012386017193427217,0.0012386027706914257,1.0513487040588604e-09,8.48819025228522e-07
12,0.0009768101738146014,0.0009768115104952573,1.3366806559181321e-09,1.368413937273174e-06
13,0.0007865254310613147,0.0007865266344723551,1.203411040414347e-09,1.530034494613224e-06
14,0.0006448485676587139,0.0006448495641309,9.96472186124038e-10,1.5452809172578031e-06
15,0.0005371951115955624,0.000537196038333961,9.267383985862507e-10,1.7251430226788128e-06
16,0.00045396727507646253,0.0004539682574072209,9.823307583491613e-10,2.1638801126880906e-06
17,0.0003886686152069888,0.00038866968538982943,1.070182840620399e-09,2.7534583414986156e-06
18,0.0003367931845069772,0.00033679430829331017,1.1237863329792083e-09,3.336725280306043e-06
19,0.00029514835047456415,0.0002951494786472956,1.1281727314502166e-09,3.822392128013748e-06
20,0.0002614294898967294,0.00026143059055700726,1.1006602778718469e-09,4.210161134869034e-06
21,0.00023394575880640852,0.00023394682453269273,1.0657262842128559e-09,4.555441781249604e-06
22,0.00021143910822561738,0.00021144014854274608,1.0403171286932095e-09,4.920173649158285e-06
23,0.00019296234808501928,0.0001929633784252039,1.0303401846176261e-09,5.339591867754728e-06
24,0.00017779548309966104,0.00017779651660094266,1.0335012816256942e-09,5.812865791682559e-06
25,0.00016538738982828488,0.00016538843368791532,1.0438596304343777e-09,6.31160351171982e-06
26,0.00015531461168671084,0.00015531566717534763,1.0554886367860044e-09,6.795810293207043e-06
