run_id,lattice,L,N,Nb,h,beta,c_tau,epsilon,seed,start,bin,n_thermal,n_bins,sweeps_per_bin,line_threads,E,spacetime_m2,spacetime_m4,S0,Sq,equal_m4,q_norm,q_count,acceptance,config_checked,bin_seconds
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,0,1000,200,10,8,-5.123187500000002,0.15370803159633722,0.02421365540956579,0.16253110242719307,0.011898937353662091,0.03241068504395892,0.6045997880780726,6,0.33923018867924526,1,0.003960695
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,1,1000,200,10,8,-5.072166666666669,0.15757158214681677,0.024951537171610014,0.16940435252140926,0.012141499186500143,0.03592189782861302,0.6045997880780726,6,0.3299725588135541,1,0.003794124
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,2,1000,200,10,8,-4.857111111111112,0.16872898109329443,0.0285501718717645,0.1806105041501755,0.013281659299396656,0.041324806133639445,0.6045997880780726,6,0.3259611474332906,1,0.003810304
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,3,1000,200,10,8,-4.806638888888889,0.15489645038638727,0.02445436686393409,0.17020212130089357,0.013892649489604586,0.03887579194598015,0.6045997880780726,6,0.3315820933085853,1,0.004182529
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,4,1000,200,10,8,-4.98192013888889,0.1725206321292919,0.0300608324970325,0.18604037226807174,0.013011235774958028,0.04388797098552029,0.6045997880780726,6,0.33694659277754097,1,0.004180195
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,5,1000,200,10,8,-5.104534722222224,0.17568934539875697,0.031081868999453404,0.19798730402742087,0.01170433372275583,0.05237396961086972,0.6045997880780726,6,0.3387915407854985,1,0.003654594
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,6,1000,200,10,8,-5.215628472222223,0.1795612932771543,0.032514850675299134,0.19302748992863233,0.011189728200905294,0.04599122453183736,0.6045997880780726,6,0.33660475057952255,1,0.003593239
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,7,1000,200,10,8,-5.011819444444446,0.19009156258081455,0.03621095966519211,0.20158882379055845,0.010063831006359474,0.04971721296180396,0.6045997880780726,6,0.3345624690133862,1,0.003709556
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,8,1000,200,10,8,-5.080121527777779,0.19609275715408167,0.03870845163523416,0.20959433246680445,0.01104124049369397,0.05402245401578102,0.6045997880780726,6,0.3376191940941249,1,0.003661757
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,9,1000,200,10,8,-5.225503472222223,0.19989519273784095,0.04015209191423163,0.2137981466072681,0.011190294981305445,0.05749396235954215,0.6045997880780726,6,0.3386974573446071,1,0.00343847
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,10,1000,200,10,8,-5.046656250000002,0.17457352565772263,0.031090499152109884,0.193526550374438,0.011080997577635887,0.05087006073418614,0.6045997880780726,6,0.33353708854182584,1,0.003480288
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,11,1000,200,10,8,-5.179694444444445,0.14754545108707842,0.021869235184844276,0.1672913034171833,0.011143860037664,0.03927902115884714,0.6045997880780726,6,0.334333553381744,1,0.003666777
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,12,1000,200,10,8,-4.921024305555557,0.15763977345171065,0.024921833197364008,0.17741902802196854,0.012091552288890845,0.0446053544193032,0.6045997880780726,6,0.33356192138649043,1,0.003500375
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,13,1000,200,10,8,-4.840104166666667,0.21537060961635307,0.0471119096303997,0.23151047439162706,0.011999066099679385,0.06852811568098115,0.6045997880780726,6,0.3272087067861716,1,0.003668519
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,14,1000,200,10,8,-4.85848263888889,0.21445409417251365,0.0463453976772936,0.22202493194510908,0.01057926777738363,0.05622567298390885,0.6045997880780726,6,0.3279679348517623,1,0.003719244
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,15,1000,200,10,8,-4.932270833333334,0.20937930301402857,0.044239992169164244,0.21690451628104102,0.009476971205863726,0.053473650746672576,0.6045997880780726,6,0.328855048296259,1,0.003675392
tfim-lineupdate-julia-fss-pilot-ctau1-20260730,triangular,12,144,432,4.74,2.531645569620253,1.0,0.5,202618501101,random,16,1000,200,10,8,-4.992892361111112,0.2127994166660571,0.04535443610280868,0.21820507513588633,0.011090385808423867,0.05214502853544504,0.6045997880780726,6,0.3270680189820415,1,0.003637
