block,m2,Rp,C1
1,0.310968647665903,0.8838,36354.3284
2,0.3065867550864816,0.8728,36129.633
3,0.3045836707280949,0.8696,35997.7272
4,0.3071043423842639,0.8628,36156.9656
5,0.3025688682893291,0.855,35920.757
6,0.3066760840486735,0.8836,36154.2972
7,0.3049925806067884,0.8644,36014.2424
8,0.30532406069971624,0.8492,35992.7344
9,0.30578401808813216,0.8662,36048.481
10,0.3096826290773228,0.8854,36289.5562
11,0.30615108998212964,0.8664,36074.7562
12,0.3071802458129823,0.8752,36140.35
13,0.3008789586326107,0.85,35817.8272
14,0.30800684252586213,0.8646,36185.186
15,0.3072429544156417,0.8732,36179.9708
16,0.30330677127260713,0.867,35954.3784
17,0.3078547342853621,0.8854,36194.9018
18,0.30431853270474823,0.8616,36002.4218
19,0.3006435167266056,0.8462,35771.8604
20,0.30350213197804987,0.8602,35966.5474
