block,m2,Rp,C1
1,0.19677595707830042,0.9918,116154.8942
2,0.19830658440293045,0.9928,116561.1116
3,0.19858573938519694,0.9918,116575.1054
4,0.1959839797340217,0.9902,115875.8512
5,0.1973956119427341,0.9924,116326.456
6,0.19746435625351733,0.9926,116323.9218
7,0.19709899640058864,0.9908,116243.194
8,0.19777186987266177,0.9934,116481.5254
9,0.19689206705029355,0.9932,116212.064
10,0.19789591595567763,0.9928,116541.8828
11,0.19902073263167402,0.9912,116763.2296
12,0.19777899158913642,0.9906,116395.3774
13,0.19445335973873734,0.9898,115507.9724
14,0.1953697071853443,0.9902,115813.5422
15,0.19787931981744478,0.9928,116463.3212
16,0.19746200668982927,0.9934,116323.953
17,0.19549947052971692,0.9888,115824.6686
18,0.19897162553049857,0.992,116762.0396
19,0.1973444184906315,0.9898,116298.377
20,0.1980186668897164,0.9926,116485.536
