block,m2,Rp,C1
1,0.07456055664420128,-1.1376,3895.0998
2,0.06830049238801003,-1.259,3686.1566
3,0.06795198781490326,-1.2742,3638.6378
4,0.07028178911805152,-1.2426,3710.2974
5,0.07034198503792286,-1.2166,3746.9432
6,0.07253612649142742,-1.2106,3827.7392
7,0.07413764008879661,-1.1634,3860.095
8,0.07102053970694541,-1.2168,3792.0034
9,0.0685813366919756,-1.2566,3704.7172
10,0.0698266156733036,-1.2348,3700.4772
11,0.07083521887660027,-1.24,3752.553
12,0.06930815412402153,-1.2522,3716.4622
13,0.07000608861446381,-1.238,3736.6214
14,0.06584715551137924,-1.293,3621.8014
15,0.07209566479325294,-1.195,3785.5372
16,0.0667137465417385,-1.2764,3671.6328
17,0.07150658449232579,-1.2406,3783.7668
18,0.07051690016388894,-1.2292,3764.533
19,0.06819132386445999,-1.2448,3668.5544
20,0.07054418432712554,-1.2276,3757.5646
