block,m2,Rp,C1
1,0.23567586641311644,0.1322,1913.1134
2,0.23745274143218995,0.129,1925.048
3,0.24136010456085205,0.1276,1941.5172
4,0.23843885869979858,0.108,1925.9262
5,0.2372762114048004,0.1372,1923.527
6,0.24154199814796448,0.1404,1936.3514
7,0.24514991941452027,0.1696,1957.435
8,0.24790168943405153,0.1746,1961.2658
9,0.24199863095283508,0.1284,1936.9164
10,0.24247036547660827,0.1572,1941.0496
11,0.24009914617538453,0.1536,1933.6314
12,0.2357872634410858,0.1192,1911.8352
13,0.24425945835113524,0.2032,1955.24
14,0.24448216052055358,0.1694,1953.5764
15,0.23963522863388062,0.1372,1930.5284
16,0.23720908794403076,0.0916,1913.191
17,0.2399530463218689,0.14,1932.5042
18,0.24228082847595214,0.1642,1942.7012
19,0.24594825568199158,0.203,1966.6128
20,0.24909188323020934,0.193,1968.0968
