block,m2,Rp,C1
1,0.10858640677636722,-0.0532,82793.4022
2,0.10693632188958581,-0.1188,81527.3488
3,0.10554979166043922,-0.1256,81135.5968
4,0.10398399607172469,-0.172,80306.1688
5,0.10120236774565419,-0.2046,79057.213
6,0.10634915314046665,-0.1538,81357.26
7,0.10045813193107024,-0.2246,78719.1844
8,0.10892876049021724,-0.0826,82443.0356
9,0.11027736621602671,-0.0476,83167.8518
10,0.10196357622691431,-0.17,79708.4804
11,0.10211218575417297,-0.1956,79215.7014
12,0.10481747753085802,-0.1244,80748.2414
13,0.10111255724459188,-0.2028,78870.7618
14,0.1081316333921859,-0.1,82032.2366
15,0.11056215793596348,-0.039,83267.3704
16,0.10894129033932695,-0.0468,82731.152
17,0.10251882461461936,-0.1896,79615.8456
18,0.10491765266504371,-0.1438,80857.2958
19,0.10940355353001505,-0.047,82914.9242
20,0.10866176635092124,-0.0366,82856.9762
