block,m2,Rp,C1
1,0.07709619067385792,-1.4832,15364.602
2,0.07733175730630755,-1.4604,15361.1732
3,0.074081729792431,-1.523,14965.7482
4,0.07492975977472961,-1.4962,15032.0072
5,0.07643583462946117,-1.4714,15176.4662
6,0.07513452149610966,-1.5056,15127.75
7,0.0731397973915562,-1.5058,14966.769
8,0.07196874370444566,-1.517,14718.2808
9,0.07647174678239971,-1.4904,15242.4704
10,0.0734057625176385,-1.517,14893.9686
11,0.07665894034858793,-1.48,15296.9384
12,0.07799516993220895,-1.4738,15443.7888
13,0.07351977394297719,-1.4978,14886.377
14,0.07082920180670917,-1.5438,14546.3896
15,0.07152706534042955,-1.5112,14686.8202
16,0.0751061673188582,-1.4876,15160.1292
17,0.07228440381772816,-1.5092,14855.4174
18,0.0755784083507955,-1.4842,15279.9558
19,0.0759901874139905,-1.4814,15117.1872
20,0.07464768124930561,-1.499,15063.5006
