block,m2,Rp,C1
1,0.0804127539732377,-0.3328,69872.2498
2,0.08195489393961616,-0.2832,70706.9354
3,0.08252786515061744,-0.2818,70773.0498
4,0.08531935229809023,-0.193,72617.4854
5,0.08458536831806414,-0.2234,71917.7686
6,0.08015737914700294,-0.3424,69660.3934
7,0.0817114762875135,-0.2808,70829.983
8,0.08455545147070662,-0.1994,72140.4436
9,0.08265734366909601,-0.2952,70987.6796
10,0.08187887588461162,-0.2886,70257.1076
11,0.08133437837702222,-0.281,70228.2148
12,0.08452773613781901,-0.2208,71783.3508
13,0.08009308637052309,-0.3154,69793.9094
14,0.08251306787207723,-0.2832,71082.7682
15,0.07811762484355131,-0.396,68418.5926
16,0.08702725972661284,-0.1654,73458.3662
17,0.0837304391710437,-0.2484,71466.861
18,0.08481693495387445,-0.1866,72310.8468
19,0.08436845852202969,-0.232,71905.3842
20,0.08063470825836994,-0.3042,70104.109
