block,m2,Rp,C1
1,0.023889820200647227,-1.936,29355.1772
2,0.02233096478516236,-1.9458,28435.455
3,0.02332672233101912,-1.9436,29243.2254
4,0.022107431665482,-1.9464,28682.5356
5,0.023988506336975843,-1.9392,29621.4338
6,0.023277461295994,-1.9468,29088.0616
7,0.023101549320248885,-1.9492,29077.8232
8,0.022883672114636284,-1.945,28630.9638
9,0.02287820623667212,-1.9426,28836.0848
10,0.02202480300264433,-1.9464,28417.5348
11,0.022893108471878806,-1.9354,29060.9768
12,0.024460633758583573,-1.9376,29907.093
13,0.02285624870567117,-1.9472,28883.8524
14,0.022363491822208745,-1.9448,28632.927
15,0.023798274470190516,-1.9354,29356.724
16,0.025042400010407438,-1.9156,30258.4382
17,0.023378598858590702,-1.943,29147.0046
18,0.023690799333190078,-1.9264,29754.1188
19,0.023059297183377202,-1.943,28955.1084
20,0.02227497653714381,-1.9534,28608.6612
