block,m2,Rp,C1
1,0.0820676706499002,-0.005714285714285714,650630.8028571429
2,0.07894766350849522,-0.030285714285714287,634028.668
3,0.07993632869080625,-0.029714285714285714,644054.7748571428
4,0.07772300146195653,-0.045714285714285714,630832.792
5,0.07630376617754259,-0.11485714285714285,624334.1005714285
6,0.07927678030648479,-0.044,637520.4285714285
7,0.07662485262439785,-0.1337142857142857,621758.5714285715
8,0.0777654438781847,-0.07542857142857143,627588.5685714285
9,0.07829671618778988,-0.10857142857142857,631350.9931428571
10,0.07597759564885767,-0.12628571428571428,623017.8982857143
11,0.07999435318127887,-0.016,638219.2217142857
12,0.07599076708957614,-0.07314285714285715,625917.2142857143
13,0.07879959004317291,-0.07428571428571429,636417.288
14,0.07494359275926522,-0.17657142857142857,613042.0805714285
15,0.07725862946523217,-0.09314285714285714,623668.4685714286
16,0.07932930876215759,-0.045142857142857144,637724.2354285715
17,0.07809755202222042,-0.045714285714285714,637226.7708571429
18,0.08302112823445064,0.048,655744.232
19,0.07736462045887098,-0.10285714285714286,624538.572
20,0.07241980937941533,-0.228,600413.4685714286
