block,m2,Rp,C1
1,0.031469421635754405,-1.7012,9244.8348
2,0.02790002631563693,-1.7308,8712.9264
3,0.02974929038286209,-1.7092,9064.89
4,0.02946307434607297,-1.7068,8928.1942
5,0.030341815222427248,-1.7044,9113.0746
6,0.030618737598322333,-1.6902,9158.6966
7,0.03047538948841393,-1.7198,9099.2124
8,0.030526764901541173,-1.6832,9057.856
9,0.030084597666747866,-1.7042,9112.8688
10,0.02983213557302952,-1.7148,8989.0594
11,0.030089958068542182,-1.7106,9005.3692
12,0.02986064994595945,-1.711,9020.7938
13,0.02842782394234091,-1.7128,8789.1798
14,0.028741933963820337,-1.747,8815.7648
15,0.030823197909444572,-1.6778,9289.9512
16,0.028963295664452018,-1.725,8893.7144
17,0.03041405925936997,-1.6986,9144.743
18,0.03145987421087921,-1.685,9261.0184
19,0.029602054589800537,-1.7158,9010.7072
20,0.02886203482747078,-1.7244,8841.4272
