block,m2,Rp,C1
1,0.194555963530764,-0.0554,27616.8038
2,0.197056867624633,-0.019,27908.6558
3,0.195292554573901,-0.0472,27777.4942
4,0.2010484075188637,0.0478,28353.595
5,0.19898521776851266,0.0136,28120.2128
6,0.19544485023375602,-0.017,27830.861
7,0.19538426145073026,-0.036,27760.618
8,0.1972230124887079,0.0032,27989.7398
9,0.19744763087127357,-0.0014,28017.5226
10,0.19723865063525736,0.0078,28021.579
11,0.20161093355137855,0.051,28399.9498
12,0.19736452193818987,0.0208,27976.768
13,0.19572057005539537,-0.0132,27864.5336
14,0.19832932097483427,0.0164,28092.3946
15,0.1994323930768296,0.0122,28154.1022
16,0.1978236378185451,0.015,28014.0708
17,0.19498285454586148,-0.0436,27789.7192
18,0.19181614361200483,-0.0398,27496.1528
19,0.2019128582071513,0.0514,28424.1354
20,0.194597289211303,-0.0264,27719.7068
