distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.0000000000000027,2.6645352591003757e-15,2.6645352591003757e-15
2,0.14865088937534013,0.1486508893779575,2.617378536129422e-12,1.760755382714597e-11
3,0.04874348196120343,0.048743481946162924,1.504050356482267e-11,3.085644061455009e-10
4,0.02209708691207961,0.02209708697121441,5.913479775299102e-11,2.6761354556950376e-09
5,0.011962790249769765,0.011962790098781881,1.5098788365419669e-10,1.2621460420331501e-08
6,0.007245761944783737,0.007245762159758946,2.1497520864138808e-10,2.966909626338882e-08
7,0.004742205719235527,0.0047422056593205645,5.991496274809771e-11,1.2634408183742053e-08
8,0.0032847516220848223,0.0032847513262501886,2.9583463369980967e-10,9.006301472256958e-08
9,0.002375927033702164,0.002375927396166214,3.6246405009376925e-10,1.5255689461514256e-07
10,0.0017782794100389228,0.0017782794610994035,5.1060480713363554e-11,2.8713418389209123e-08
11,0.001368264678315456,0.0013682644602659323,2.1804952374943065e-10,1.5936209361034088e-07
12,0.0010770889572940968,0.0010770888626502472,9.46438496150781e-11,8.787003986453072e-08
13,0.0008642826227200463,0.0008642827105481837,8.782813744941803e-11,1.0161969608159858e-07
14,0.0007049330977651856,0.0007049332158695775,1.1810439182625282e-10,1.6753985903154967e-07
15,0.0005831080507453127,0.0005831080882075302,3.74622174644304e-11,6.424575585356303e-08
16,0.00048828125,0.0004882812061207351,4.3879264913400384e-11,8.986473454264399e-08
17,0.00041330005798268486,0.0004132999886342799,6.934840494823152e-11,1.6779190713575188e-07
18,0.00035318366665074033,0.0003531836213943277,4.525641260398963e-11,1.2813846414008503e-07
19,0.00030438804926809216,0.00030438804530830057,3.959791587508643e-12,1.300902449038341e-08
20,0.00026434281586014104,0.00026434284312646923,2.726632819267244e-11,1.0314760438618675e-07
21,0.00023115161893187263,0.0002311516564658899,3.753401726252527e-11,1.6237834472441085e-07
22,0.0002033937613324562,0.0002033937909794913,2.964703509815772e-11,1.4576177216024987e-07
23,0.00017999003066448938,0.0001799900433264163,1.2661926926870945e-11,7.034793471685898e-08
24,0.00016011023143812524,0.00016011022701621996,4.421905279005517e-12,2.7617880751826696e-08
25,0.00014310835055998653,0.00014310833466115746,1.5898829074014603e-11,1.1109644553795841e-07
26,0.00012847638053898645,0.00012847636063100938,1.9907977068071847e-11,1.549543735942244e-07
27,0.00011581095650839697,0.0001158109390422819,1.746611507497369e-11,1.5081573973277127e-07
28,0.00010478893193290843,0.00010478892088850175,1.1044406681521776e-11,1.0539669102260729e-07
29,9.514927988462354e-05,9.51492765442149e-05,3.34040863817376e-12,3.5107030155396705e-08
30,8.66795303452117e-05,8.667953384109923e-05,3.4958875258592897e-12,4.0331177521803536e-08
31,7.92055003783212e-05,7.920550855965416e-05,8.181332957564631e-12,1.0329248497246902e-07
32,7.25834420778028e-05,7.25834523632273e-05,1.0285424503200455e-11,1.4170483251779962e-07
33,6.669398466562124e-05,6.669399469587233e-05,1.003025109800812e-11,1.5039214028515551e-07
34,6.143742119800576e-05,6.143742922590379e-05,8.027898034919725e-12,1.3066788739466672e-07
35,5.6730012340473174e-05,5.6730017377244216e-05,5.036771042290274e-12,8.878494529599927e-08
36,5.250106616047621e-05,5.2501067938630705e-05,1.7781544940360765e-12,3.386892160629501e-08
37,4.869061486110715e-05,4.869061368533302e-05,1.1757741251428554e-12,2.4147859469362225e-08
38,4.524755423892675e-05,4.5247550789188844e-05,3.449737904733831e-12,7.624142260856168e-08
39,4.2128144429936165e-05,4.2128139564998075e-05,4.864938089692555e-12,1.1547952456779797e-07
