distance,exact_hurwitz,periodized_fit,absolute_error,relative_error
1,1.0000272223661726,1.0000272552670144,3.290084182872022e-08,3.289994621433731e-08
2,0.1486781971224892,0.148678068705534,1.2841695520848795e-07,8.637241888445222e-07
3,0.04877093262343844,0.04877151552113886,5.828977004199154e-07,1.1951743980794519e-05
4,0.02212473895190495,0.022123373766617577,1.3651852873719506e-06,6.170401785709691e-05
5,0.011990703446034532,0.011992212068278586,1.508622244053917e-06,0.00012581599160079606
6,0.007273997797641701,0.00727354774143908,4.50056202620612e-07,6.187191901082572e-05
7,0.004770827877587333,0.004770346801660667,4.810759266660886e-07,0.0001008369907717934
8,0.0033138263394606174,0.0033139066527840258,8.031332340840969e-08,2.4235827463874307e-05
9,0.0024055236591666437,0.0024057611499083073,2.3749074166360545e-07,9.87272524876685e-05
10,0.0018084709214844735,0.0018085791042700744,1.08182785600857e-07,5.9820030455372626e-05
11,0.001399128266477947,0.00139909165590661,3.661057133711246e-08,2.6166701234099833e-05
12,0.0011087066700138993,0.0011086134046307946,9.326538310465253e-08,8.4120882129701e-05
13,0.0008967420804198297,0.0008966648301189213,7.725030090838334e-08,8.614550671271822e-05
14,0.0007383282928790199,0.0007382942158064066,3.40770726132587e-08,4.6154363772759364e-05
15,0.0006175402459769032,0.000617543904902244,3.6589253407702874e-09,5.924999001453155e-06
16,0.0005238599928950874,0.0005238834183505018,2.342545541431703e-08,4.4717015485105784e-05
17,0.00045014433247692433,0.00045017044165789673,2.610918097239838e-08,5.800179873138092e-05
18,0.00039142320613279736,0.00039144127570091427,1.8069568116904546e-08,4.616376299052162e-05
19,0.0003441648404469724,0.00034417083311997213,5.99267299970568e-09,1.7412217331447627e-05
20,0.00030581282856092357,0.0003058074815537485,5.347007175080572e-09,1.7484574470738233e-05
21,0.0002744868041402074,0.00027447333852791004,1.3465612297349373e-08,4.905741221159456e-05
22,0.0002487843687193614,0.00024876667803673525,1.7690682626160352e-08,7.110849735947897e-05
23,0.0002276473079068371,0.00022762884614399424,1.846176284287307e-08,8.109809429606083e-05
24,0.00021026958150190757,0.00021025286006130317,1.6721440604394473e-08,7.952382120588743e-05
25,0.0001960330405115649,0.00019601954252352358,1.3497988041335065e-08,6.885567864534935e-05
26,0.0001844619174188649,0.00018445224318165893,9.674237205976096e-09,5.244571530723291e-05
27,0.00017519027370047036,0.00017518437682616966,5.896874300708246e-09,3.365982697641287e-05
28,0.00016793856510123034,0.0001679359903829931,2.5747182372519873e-09,1.5331310206800882e-05
29,0.000162496757364122,0.00016249683382797117,7.646384916838896e-11,4.705561539117307e-07
30,0.00015871226215949662,0.0001587142346135553,1.972454058673514e-09,1.2427861791115498e-05
31,0.00015648152731797158,0.00015648462833904288,3.1010210713026173e-09,1.9817170272126246e-05
32,0.0001557445077040282,0.00015574798239909314,3.474695064932965e-09,2.2310225356621644e-05
33,0.00015648152731797158,0.00015648462833904288,3.1010210713026173e-09,1.9817170272126246e-05
34,0.00015871226215949662,0.0001587142346135553,1.972454058673514e-09,1.2427861791115498e-05
35,0.000162496757364122,0.00016249683382797117,7.646384916838896e-11,4.705561539117307e-07
36,0.00016793856510123034,0.0001679359903829931,2.5747182372519873e-09,1.5331310206800882e-05
37,0.00017519027370047036,0.00017518437682616966,5.896874300708246e-09,3.365982697641287e-05
38,0.0001844619174188649,0.00018445224318165893,9.674237205976096e-09,5.244571530723291e-05
39,0.0001960330405115649,0.00019601954252352358,1.3497988041335065e-08,6.885567864534935e-05
40,0.00021026958150190757,0.00021025286006130317,1.6721440604394473e-08,7.952382120588743e-05
41,0.0002276473079068371,0.00022762884614399424,1.846176284287307e-08,8.109809429606083e-05
42,0.0002487843687193614,0.00024876667803673525,1.7690682626160352e-08,7.110849735947897e-05
43,0.0002744868041402074,0.00027447333852791004,1.3465612297349373e-08,4.905741221159456e-05
44,0.00030581282856092357,0.0003058074815537485,5.347007175080572e-09,1.7484574470738233e-05
45,0.0003441648404469724,0.00034417083311997213,5.99267299970568e-09,1.7412217331447627e-05
46,0.00039142320613279736,0.00039144127570091427,1.8069568116904546e-08,4.616376299052162e-05
47,0.00045014433247692433,0.00045017044165789673,2.610918097239838e-08,5.800179873138092e-05
48,0.0005238599928950874,0.0005238834183505018,2.342545541431703e-08,4.4717015485105784e-05
49,0.0006175402459769032,0.000617543904902244,3.6589253407702874e-09,5.924999001453155e-06
