distance,exact_power_law,exponential_fit,absolute_error,relative_error
1,1.0,1.0000000152289898,1.5228989846960417e-08,1.5228989846960417e-08
2,0.14865088937534013,0.14865084429529218,4.508004794456788e-08,3.032612057284217e-07
3,0.04874348196120343,0.04874367749428048,1.9553307704922585e-07,4.011471261016133e-06
4,0.02209708691207961,0.02209662444730313,4.6246477648087536e-07,2.0928766688611066e-05
5,0.011962790249769765,0.011963354161877278,5.639121075130815e-07,4.713884434477438e-05
6,0.007245761944783737,0.007245532161356497,2.2978342724064293e-07,3.171280384198452e-05
7,0.004742205719235527,0.004742042713900928,1.6300533459915473e-07,3.4373315762740083e-05
8,0.0032847516220848223,0.0032848339478238108,8.232573898850695e-08,2.5063002765565284e-05
9,0.002375927033702164,0.002376028274020692,1.0124031852827911e-07,4.2610870238100996e-05
10,0.0017782794100389228,0.001778296088894569,1.6678855646211008e-08,9.379209786748834e-06
11,0.001368264678315456,0.0013682254662168813,3.9212098574669535e-08,2.865826999418391e-05
12,0.0010770889572940968,0.0010770466659507513,4.2291343345509866e-08,3.92644851282811e-05
13,0.0008642826227200463,0.000864263711789701,1.8910930345327273e-08,2.1880493542507333e-05
14,0.0007049330977651856,0.0007049376211194364,4.523354250733115e-09,6.416714245753647e-06
15,0.0005831080507453127,0.0005831245565774601,1.6505832147362294e-08,2.830664424246071e-05
16,0.00048828125,0.0004882983559362814,1.7105936281390857e-08,3.5032957504288476e-05
17,0.00041330005798268486,0.0004133111906718834,1.1132689198560704e-08,2.6936093967417507e-05
18,0.00035318366665074033,0.00035318716104628935,3.49439554901557e-09,9.893989668755384e-06
19,0.00030438804926809216,0.000304385377093276,2.6721748161645867e-09,8.77884273902964e-06
20,0.00026434281586014104,0.00026433668378526154,6.132074879502177e-09,2.3197433452273377e-05
21,0.00023115161893187263,0.00023114464606918737,6.9728626852540165e-09,3.0165753186046816e-05
22,0.0002033937613324562,0.00020338782636136263,5.934971093572716e-09,2.9179710600227017e-05
23,0.00017999003066448938,0.00017998612011014374,3.910554345647925e-09,2.1726505247045592e-05
24,0.00016011023143812524,0.00016010857277593061,1.6586621946258241e-09,1.035950157418151e-05
25,0.00014310835055998653,0.00014310865680342637,3.0624343984103283e-10,2.1399410910872403e-06
26,0.00012847638053898645,0.00012847809755167153,1.7170126850808883e-09,1.3364422922545337e-05
27,0.00011581095650839697,0.00011581345971360624,2.503205209262939e-09,2.1614580215313583e-05
28,0.00010478893193290843,0.00010479165664011525,2.7247072068199707e-09,2.6001860659907062e-05
29,9.514927988462354e-05,9.51517904445202e-05,2.510559896665111e-09,2.638548499483522e-05
30,8.66795303452117e-05,8.668154237286145e-05,2.0120276497410244e-09,2.3212258323595907e-05
